pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,GecmisVerim_kg,ToprakTuru,UrunTipi,OnerilenAzot,OnerilenFosfor,OnerilenPotasyum
6.72,70.5,29.1,232.6,2.25,0.28,3076.3,KumluTinli,Zeytin,16.9,11.8,7.7
7.75,43.8,28.2,202.0,1.79,1.01,274.2,Tinli,Burçak,3.1,8.0,0.0
5.89,55.3,31.9,285.1,3.66,0.14,3553.8,KilliTinli,Yonca,18.8,11.0,0.0
5.52,58.9,22.4,221.5,3.34,0.19,3429.4,KumluTinli,Nar,18.1,12.3,8.5
5.52,50.4,23.7,196.2,3.37,0.2,3423.6,Tinli,Korunga,19.0,12.2,0.0
7.03,40.8,21.6,258.9,2.57,0.11,3178.2,KilliTinli,Ayva,20.0,12.5,0.0
7.72,55.1,42.5,239.8,2.87,0.39,5391.3,AgirKilli,Keten,11.1,5.8,0.0
5.66,68.1,40.1,257.7,2.36,0.28,3284.7,KumluTinli,Kimyon,17.1,10.1,0.0
5.51,61.1,32.0,249.5,3.53,0.34,3691.0,KilliTinli,Biberiye,17.5,11.2,0.0
6.74,106.1,49.3,329.3,3.97,0.19,2206.9,KumluTinli,Turp,12.4,8.5,5.4
6.79,100.8,54.5,291.0,2.87,0.3,2044.7,TinliKumlu,TazeSogan,12.9,7.7,6.5
6.89,60.6,32.1,180.1,3.96,0.22,3702.0,Tinli,YemSalgamı,17.6,11.0,0.0
7.79,52.3,22.6,198.6,2.26,0.67,657.0,MilliTinli,Yulaf,11.4,8.7,0.0
7.64,58.4,35.9,274.1,2.03,0.6,5026.7,AgirKilli,YerFistigi,11.4,6.7,0.0
6.46,67.4,28.2,264.8,3.2,0.28,3576.5,KilliTinli,Biberiye,16.8,11.5,0.0
7.21,56.6,42.7,296.4,2.43,0.19,3260.1,KumluTinli,Kestane,17.9,9.3,0.0
6.01,92.4,45.0,345.0,3.31,0.41,2158.1,MilliTinli,Tere,13.7,9.1,0.0
6.47,74.4,22.8,225.1,2.14,0.33,3279.9,Tinli,Kivi,16.3,12.5,0.0
6.97,61.7,41.0,248.5,3.49,0.36,5653.9,TinliKumlu,Hiyar,17.6,9.9,7.8
5.72,69.6,20.8,198.6,3.54,0.32,3513.0,Tinli,Ceviz,16.5,13.1,0.0
7.45,57.1,25.2,272.3,3.78,0.19,3679.3,KumluTinli,Yonca,18.1,12.4,0.0
5.66,76.1,22.2,181.7,3.58,0.2,3243.8,KilliTinli,Korunga,15.5,12.5,0.0
6.95,81.3,50.3,253.5,4.19,0.12,6002.2,TinliKumlu,Lahana,15.1,8.4,7.4
6.71,77.5,44.1,222.1,3.32,0.19,3690.9,KumluTinli,Mandalina,16.0,9.4,8.7
7.56,41.5,33.3,162.1,1.24,0.49,653.7,MilliTinli,Cavdar,12.7,6.7,0.0
6.58,69.9,37.8,247.2,3.69,0.32,3298.7,Tinli,Greyfurt,16.7,10.4,0.0
7.64,50.3,33.8,171.5,1.9,0.68,698.1,Killi,Nohut,3.7,7.1,0.0
5.51,56.7,36.2,264.9,2.3,0.34,3454.6,KilliTinli,Portakal,18.0,10.6,0.0
7.42,53.6,37.5,219.5,3.53,0.32,3421.5,KilliTinli,Biberiye,18.9,10.1,0.0
6.62,68.2,59.2,376.6,4.1,0.28,2165.3,MilliTinli,TazeSogan,16.8,7.3,0.0
5.82,59.0,37.5,200.6,3.2,0.28,3155.8,KilliTinli,Seftali,17.6,10.2,0.0
6.37,65.8,36.7,243.2,4.33,0.32,2059.8,KumluTinli,Ispanak,17.2,10.4,8.0
7.78,35.3,21.2,168.3,2.17,0.76,655.3,Killi,Cavdar,13.8,9.0,0.0
6.94,25.1,30.9,211.3,1.21,0.31,652.7,Killi,Fiğ,4.2,7.6,0.0
6.94,70.8,25.9,211.2,2.56,0.5,5226.4,Killi,Keten,9.7,7.9,0.0
6.47,71.9,56.7,284.9,4.02,0.16,5932.3,KumluTinli,Hiyar,16.5,7.2,6.6
5.6,61.5,23.4,299.2,2.28,0.22,3434.2,KilliTinli,Biberiye,17.6,12.5,0.0
5.76,64.8,20.4,248.0,2.15,0.11,3484.8,Tinli,Lavanta,17.1,12.9,0.0
7.39,28.5,18.9,161.8,2.29,0.78,660.3,Tinli,Celtik,14.3,9.2,0.0
5.8,55.9,41.9,219.9,2.86,0.23,3593.9,Tinli,Kivi,18.2,10.0,0.0
6.89,40.7,24.8,189.2,3.95,0.25,3021.5,Tinli,Kayisi,19.8,12.1,0.0
7.35,73.7,30.1,180.1,3.64,0.36,3020.4,KumluTinli,Limon,15.9,11.6,9.8
6.57,51.5,32.8,264.8,2.14,0.22,3376.8,Tinli,Cay,18.6,11.3,0.0
7.23,73.7,33.0,201.5,2.89,0.24,3247.6,KumluTinli,Muz,16.4,11.2,8.6
6.7,42.2,24.4,161.3,1.28,0.6,684.5,Tinli,Misir,13.0,8.4,0.0
6.85,61.8,25.8,252.7,2.71,0.2,3196.6,KumluTinli,Visne,17.2,12.2,7.1
7.71,82.4,45.0,231.0,3.36,0.54,5664.3,Tinli,Aspir,7.9,5.0,0.0
6.7,61.0,36.5,274.2,3.44,0.14,3350.9,Tinli,Greyfurt,17.7,10.5,0.0
6.57,107.2,35.8,308.4,3.1,0.22,2008.4,TinliKumlu,Kereviz,11.8,10.6,5.9
6.56,92.9,61.3,360.3,2.64,0.43,2068.5,MilliTinli,Prasa,13.7,6.9,0.0
7.54,51.6,46.2,290.3,2.41,0.61,4926.5,AgirKilli,Kenevir,11.8,4.9,0.0
7.26,75.5,28.6,280.6,3.27,0.24,3234.2,KilliTinli,YemSalgamı,15.9,11.5,0.0
6.07,61.7,34.2,256.3,2.0,0.36,3024.1,KumluTinli,Yonca,17.4,11.1,0.0
7.9,75.0,46.5,209.6,2.01,0.32,5263.8,AgirKilli,Aycicegi,9.4,4.9,0.0
6.27,61.8,42.0,269.4,4.5,0.41,2277.5,MilliTinli,Biber,17.8,9.6,0.0
6.25,78.4,48.9,346.9,2.97,0.19,5581.5,MilliTinli,Domates,15.7,8.6,0.0
6.15,83.1,57.7,257.7,2.65,0.46,5343.0,KumluTinli,Domates,14.9,7.1,7.6
6.55,75.6,35.7,293.9,3.57,0.38,2050.5,TinliKumlu,TazeSogan,15.9,10.7,6.3
6.83,101.8,49.5,242.8,3.5,0.21,5549.0,TinliKumlu,Hiyar,12.6,8.7,8.1
6.72,66.6,22.6,233.5,3.37,0.22,3561.6,KilliTinli,Elma,16.8,12.6,0.0
6.61,35.7,29.0,194.2,2.24,0.43,699.1,Killi,Burçak,3.9,7.4,0.0
7.16,64.7,37.0,294.9,2.85,0.13,3536.9,KilliTinli,OglanOtu,17.6,10.5,0.0
6.2,63.7,43.5,324.0,3.82,0.44,2035.3,TinliKumlu,Ispanak,17.3,9.5,5.5
6.15,73.1,53.6,281.8,2.84,0.33,5322.6,KumluTinli,Domates,16.3,8.1,6.9
6.24,101.6,63.7,254.5,3.62,0.19,2207.4,TinliKumlu,Turp,12.6,6.5,7.5
5.71,79.7,22.0,272.1,3.2,0.38,3364.3,KilliTinli,Muz,15.1,12.5,0.0
6.34,69.1,40.6,247.6,3.82,0.19,3734.3,Tinli,Salep,16.7,10.0,0.0
6.84,73.8,43.0,262.5,3.46,0.46,2090.3,TinliKumlu,Maydanoz,15.9,9.7,7.1
6.38,50.9,30.5,205.1,2.04,0.17,3273.8,KumluTinli,SiloMisiri,18.9,11.7,0.0
6.32,61.5,29.7,227.1,2.18,0.23,3160.9,KilliTinli,Nane,17.4,11.3,0.0
7.5,77.9,44.9,181.3,3.24,0.12,3561.7,KumluTinli,Kiraz,15.6,9.1,9.9
7.08,65.7,35.9,226.8,2.59,0.16,2817.8,Tinli,Kimyon,17.1,10.9,0.0
6.92,66.3,44.4,319.2,3.1,0.56,5170.3,AgirKilli,Aspir,10.2,5.1,0.0
7.24,37.1,24.3,222.2,1.77,0.83,664.1,MilliTinli,Fiğ,3.5,8.6,0.0
7.31,67.2,34.0,277.2,3.1,0.18,3379.2,Tinli,Rezene,16.9,10.9,0.0
6.06,72.9,27.4,287.6,3.89,0.22,3680.8,Tinli,Kimyon,16.2,11.7,0.0
7.67,75.5,39.6,305.8,3.37,0.56,5680.9,Tinli,Aspir,8.6,5.8,0.0
6.92,105.0,55.7,278.1,3.52,0.46,1966.8,MilliTinli,Prasa,12.7,7.5,0.0
7.6,57.1,31.5,310.3,3.12,0.73,5649.2,Killi,Kenevir,11.0,7.0,0.0
6.29,56.3,43.7,229.8,3.7,0.37,3373.2,KumluTinli,Mandalina,17.9,9.7,8.3
6.2,82.4,35.4,349.5,3.38,0.26,2147.1,TinliKumlu,Ispanak,15.2,10.7,4.5
6.54,45.1,25.2,237.8,3.39,0.14,3459.0,KilliTinli,Kestane,19.6,11.9,0.0
7.66,51.4,35.9,318.4,2.16,0.31,5047.6,Killi,YerFistigi,11.6,6.4,0.0
7.48,42.5,42.1,191.2,2.03,0.14,3081.6,KilliTinli,Elma,19.7,9.4,0.0
6.72,33.0,32.0,208.0,1.54,0.3,315.9,Tinli,Misir,14.1,7.0,0.0
6.44,71.7,41.5,252.3,4.43,0.21,2355.9,TinliKumlu,Tere,16.6,10.1,7.4
5.98,57.4,34.4,270.4,2.19,0.2,3417.4,KilliTinli,Kimyon,18.5,11.0,0.0
6.76,66.8,36.0,325.3,2.76,0.27,1928.4,MilliTinli,Biber,17.1,10.4,0.0
6.15,61.3,23.9,237.5,2.93,0.31,3352.6,KumluTinli,AntepFistigi,17.4,12.4,0.0
5.95,71.2,37.1,279.6,3.65,0.37,3662.5,Tinli,MeyanKoku,16.1,10.3,0.0
6.29,92.6,51.4,289.6,3.62,0.46,2011.5,TinliKumlu,Patlican,14.0,8.2,6.0
7.19,78.5,39.5,281.1,3.43,0.47,1927.8,MilliTinli,Marul,15.3,10.2,0.0
6.08,42.2,26.6,220.0,3.73,0.29,3429.4,Tinli,Findik,20.2,11.8,0.0
6.62,43.2,39.3,271.5,2.16,0.4,3277.2,Tinli,AdaCayi,19.5,10.2,0.0
6.91,84.7,42.7,285.7,2.72,0.73,5356.0,Killi,Kenevir,8.0,5.7,0.0
7.86,64.4,42.9,212.4,2.53,0.66,5370.5,AgirKilli,Soya,9.9,5.3,0.0
5.67,62.7,23.6,237.1,2.11,0.36,2995.7,KilliTinli,Biberiye,17.1,12.4,0.0
7.11,36.6,26.3,165.5,1.42,0.34,677.5,Tinli,Cavdar,13.9,8.3,0.0
6.29,47.5,42.8,271.3,4.0,0.23,3521.5,Tinli,Kusburnu,19.5,9.4,0.0
6.45,41.8,43.5,188.0,3.76,0.13,3501.4,Tinli,Incir,19.9,9.2,0.0
6.54,47.7,23.7,171.3,1.67,1.04,292.5,Tinli,Celtik,11.9,8.4,0.0
7.38,32.7,33.6,187.6,1.27,0.61,302.2,MilliTinli,Fiğ,3.9,7.1,0.0
5.67,63.0,36.9,275.4,3.56,0.29,3433.0,KilliTinli,Kayisi,17.3,10.6,0.0
7.43,36.1,21.2,160.6,1.53,0.34,303.3,Tinli,Bezelye,3.5,8.5,0.0
5.87,60.3,22.4,290.5,2.4,0.32,3263.4,KumluTinli,Kivi,17.8,12.8,6.1
6.57,83.9,61.2,254.4,4.07,0.28,2298.4,TinliKumlu,Patlican,15.2,6.9,7.0
6.15,105.9,64.8,332.4,3.12,0.31,2179.0,MilliTinli,Turp,12.0,6.2,0.0
6.77,69.1,21.0,216.6,2.68,0.3,3111.5,KilliTinli,MeyanKoku,16.9,13.1,0.0
5.85,65.9,31.2,269.4,3.22,0.28,3580.2,KumluTinli,Salep,17.2,11.4,0.0
6.6,73.9,35.4,294.4,2.17,0.12,3347.3,KilliTinli,Greyfurt,16.0,10.7,0.0
6.34,57.4,41.1,270.7,3.18,0.23,3374.8,KumluTinli,AdaCayi,18.2,9.6,0.0
5.92,52.9,33.1,251.8,2.52,0.28,3416.0,Tinli,Kayisi,18.5,11.3,0.0
7.47,51.2,44.9,259.8,3.19,0.29,3371.3,Tinli,Anason,18.6,9.4,0.0
6.78,33.7,22.1,174.4,1.39,0.54,314.4,MilliTinli,Celtik,13.6,8.6,0.0
6.0,46.3,27.0,275.0,3.75,0.38,3496.1,KilliTinli,Kusburnu,19.3,12.0,0.0
7.25,64.6,24.0,273.6,3.63,0.24,3584.1,KumluTinli,OglanOtu,17.4,12.2,0.0
5.84,41.9,31.5,200.0,3.6,0.28,3483.1,KumluTinli,Kestane,19.6,11.3,0.0
6.57,92.7,56.0,333.2,2.72,0.4,5640.0,MilliTinli,Kavun,14.1,7.5,0.0
6.67,59.1,38.6,262.5,2.72,0.3,3151.3,KilliTinli,Korunga,17.8,10.2,0.0
7.41,50.6,22.5,227.8,2.22,0.34,3043.8,KilliTinli,Portakal,18.5,12.5,0.0
6.01,74.7,55.4,307.8,3.89,0.27,1909.7,KumluTinli,Kereviz,15.8,7.8,6.1
6.93,61.8,39.9,305.2,3.18,0.26,2173.3,MilliTinli,Kereviz,17.5,10.0,0.0
7.75,28.5,31.4,202.3,1.96,0.41,718.0,MilliTinli,Bugday,14.5,7.6,0.0
5.75,56.9,23.1,199.1,3.87,0.3,3444.1,KumluTinli,Kusburnu,17.9,12.4,0.0
7.3,29.3,30.8,173.8,2.21,0.75,317.4,Tinli,Fiğ,2.3,7.4,0.0
6.85,69.6,42.0,201.5,3.79,0.19,3510.8,Tinli,Badem,16.4,9.7,0.0
7.63,28.2,31.0,179.6,1.29,1.13,277.1,Killi,Yulaf,14.3,7.6,0.0
7.34,78.9,25.4,253.3,2.71,0.67,4886.7,AgirKilli,YerFistigi,8.5,8.1,0.0
7.33,35.5,29.2,238.8,2.07,0.53,329.5,MilliTinli,Mercimek,4.2,7.9,0.0
7.04,74.3,35.9,368.1,3.7,0.36,5535.3,TinliKumlu,Lahana,15.9,10.9,3.9
6.58,86.7,43.7,295.8,3.46,0.48,2178.3,TinliKumlu,Maydanoz,14.9,9.5,6.4
7.81,71.5,39.2,272.3,2.54,0.52,4924.1,Tinli,Aspir,9.2,6.0,0.0
7.19,55.4,24.6,235.7,3.5,0.39,3464.2,KilliTinli,Kiraz,18.4,12.3,0.0
7.16,73.9,35.2,182.3,3.57,0.15,3342.1,Tinli,Safran,16.0,10.7,0.0
6.77,63.4,44.3,232.5,3.4,0.39,2933.4,Tinli,Limon,17.6,9.5,0.0
6.33,72.4,22.6,197.4,3.08,0.26,3606.0,KumluTinli,Greyfurt,16.4,12.8,9.1
7.11,45.7,21.9,221.5,2.45,0.36,3113.9,KilliTinli,SiloMisiri,19.9,12.4,0.0
7.36,36.0,28.0,232.7,1.69,1.13,278.9,Killi,Misir,13.6,8.1,0.0
6.36,108.0,46.3,293.5,2.37,0.14,5160.3,KumluTinli,Karpuz,11.8,9.3,6.3
5.87,41.7,32.4,271.3,2.05,0.18,3129.9,KumluTinli,Papatya,19.9,11.1,0.0
6.04,79.8,36.2,221.1,3.32,0.18,3361.4,KumluTinli,Ceviz,15.4,10.5,0.0
7.96,55.2,38.6,215.4,2.2,0.6,4885.6,Killi,Kanola,11.3,6.3,0.0
7.04,37.3,29.5,223.1,1.72,1.02,610.9,MilliTinli,Fasulye,2.8,7.7,0.0
6.94,48.5,43.5,242.7,2.54,0.31,3459.1,KilliTinli,Cilek,19.1,9.6,0.0
7.37,46.4,26.1,163.6,1.65,1.2,615.2,Killi,Bugday,12.4,8.0,0.0
7.04,41.6,24.4,224.8,2.96,0.29,3238.3,KilliTinli,Uzum,20.1,12.2,0.0
5.54,61.2,23.6,226.3,2.45,0.39,3290.1,KilliTinli,OglanOtu,17.6,12.6,0.0
6.89,79.5,44.2,258.5,3.68,0.18,3808.9,Tinli,Ayva,15.7,9.2,0.0
7.15,45.1,41.4,262.6,3.37,0.14,3501.5,KumluTinli,Kusburnu,19.9,10.0,0.0
6.29,65.7,38.9,196.1,2.51,0.15,3188.9,KumluTinli,Rezene,17.3,10.2,0.0
7.03,70.8,31.5,270.1,3.33,0.19,3260.1,Tinli,Cay,16.5,11.5,0.0
6.57,72.3,42.3,281.0,2.56,0.34,3197.8,KumluTinli,Kiraz,16.4,9.7,6.3
6.97,64.0,46.2,239.8,2.1,0.54,4197.4,Killi,YerFistigi,10.0,4.8,0.0
6.83,68.4,64.4,313.7,2.59,0.28,2104.4,TinliKumlu,Biber,16.8,6.3,5.3
7.24,74.4,39.8,186.5,2.84,0.28,3566.1,KumluTinli,Biberiye,16.2,10.2,0.0
6.75,45.0,25.2,280.3,3.36,0.1,3727.6,KilliTinli,Visne,19.8,11.9,0.0
6.62,91.0,60.9,299.0,2.78,0.49,2081.8,TinliKumlu,Sarımsak,14.0,6.9,5.9
6.96,56.9,49.8,278.3,2.87,0.67,5490.8,Killi,Kenevir,11.2,4.3,0.0
7.18,53.0,44.3,297.1,3.91,0.31,3024.6,Tinli,Ayva,18.6,9.6,0.0
6.59,54.5,27.5,187.7,1.38,0.42,306.1,MilliTinli,Bugday,11.6,7.6,0.0
6.77,75.4,45.2,341.4,4.49,0.35,2261.5,KumluTinli,Turp,15.8,9.5,4.4
7.3,71.3,25.9,259.1,2.57,0.13,3362.0,KilliTinli,MeyanKoku,16.6,12.1,0.0
6.24,84.7,56.4,323.6,3.6,0.47,2119.0,TinliKumlu,Roka,15.1,7.6,5.1
6.43,107.4,50.4,297.4,4.31,0.17,2355.0,TinliKumlu,Havuc,12.0,8.7,5.7
6.55,100.7,44.8,278.7,4.3,0.34,2202.1,TinliKumlu,Roka,12.7,9.4,6.7
6.95,105.7,45.9,258.2,3.87,0.2,2203.1,MilliTinli,TazeSogan,12.1,8.8,0.0
7.8,85.9,29.2,233.3,2.97,0.27,402.5,AgirKilli,Pamuk,8.1,7.4,0.0
5.66,77.0,36.4,249.5,3.97,0.32,3721.6,KilliTinli,Incir,15.9,10.5,0.0
7.43,52.3,27.0,232.3,2.36,0.57,4442.6,Killi,Soya,11.8,7.8,0.0
7.31,51.9,22.8,209.5,2.25,1.11,634.3,Tinli,Nohut,3.2,8.8,0.0
6.52,63.3,57.1,248.6,2.92,0.42,5314.5,MilliTinli,Lahana,17.4,7.2,0.0
6.6,85.9,47.6,279.2,3.43,0.3,2037.1,MilliTinli,Turp,14.9,8.8,0.0
7.07,62.3,27.8,274.6,3.57,0.25,3470.3,KilliTinli,Badem,17.8,12.0,0.0
6.19,91.7,46.6,250.3,3.28,0.12,5523.2,TinliKumlu,Lahana,14.4,9.0,7.6
7.09,53.8,35.8,285.8,3.17,0.34,3249.4,Tinli,Yonca,18.8,10.8,0.0
6.14,72.1,39.5,252.1,4.2,0.24,2048.9,KumluTinli,Prasa,16.1,9.9,7.1
7.24,87.5,48.8,260.0,2.89,0.73,5101.9,AgirKilli,YerFistigi,7.2,4.7,0.0
6.55,66.7,40.8,284.6,2.79,0.36,2036.2,MilliTinli,Maydanoz,17.1,10.0,0.0
6.08,63.3,63.7,275.1,3.97,0.36,2001.7,TinliKumlu,TazeSogan,17.0,6.6,7.0
5.56,73.5,34.3,278.2,2.26,0.11,3183.2,KumluTinli,Cay,16.0,11.0,6.4
6.96,43.0,20.2,272.3,3.76,0.17,3542.0,KumluTinli,Anason,19.8,12.8,0.0
6.48,79.2,42.2,209.6,2.06,0.33,3027.9,Tinli,Armut,15.3,9.8,0.0
5.79,48.8,28.6,223.9,3.69,0.35,3582.8,Tinli,Kiraz,19.2,11.8,0.0
5.69,72.9,44.2,213.5,2.55,0.11,3121.8,KilliTinli,Safran,15.9,9.7,0.0
5.68,61.2,41.6,194.5,2.22,0.22,3058.0,KilliTinli,AdaCayi,17.5,9.7,0.0
5.83,48.0,42.9,265.5,2.93,0.1,3050.7,KumluTinli,Safran,19.2,9.5,0.0
6.88,84.7,64.6,330.4,4.48,0.45,2324.5,TinliKumlu,Tere,15.1,6.0,4.8
7.07,73.8,57.9,247.6,2.64,0.25,5236.2,TinliKumlu,Hiyar,16.1,7.1,7.2
7.28,32.7,34.7,195.1,1.35,1.12,288.4,Killi,Fiğ,2.6,6.8,0.0
7.03,42.5,19.1,170.3,1.2,0.96,299.8,MilliTinli,Fasulye,2.5,8.9,0.0
6.51,68.5,30.6,237.2,3.17,0.24,3303.8,KilliTinli,Mandalina,16.9,11.5,0.0
5.7,74.2,33.8,275.5,3.44,0.29,3318.4,KumluTinli,Ceviz,16.2,10.7,0.0
5.6,76.1,26.6,251.6,2.02,0.37,3282.4,KilliTinli,Ayva,15.6,12.2,0.0
6.44,73.4,35.8,260.8,2.58,0.17,3086.7,KumluTinli,Incir,16.4,10.7,7.0
7.74,45.4,34.9,238.0,1.22,0.37,288.9,Tinli,Nohut,2.2,6.8,0.0
7.23,47.7,24.8,248.3,3.68,0.16,3684.2,KumluTinli,Ceviz,18.9,12.0,0.0
7.9,63.5,45.2,282.5,2.99,0.27,5073.7,Killi,Soya,10.0,5.2,0.0
6.76,51.6,28.9,204.1,1.49,0.77,299.3,Tinli,Misir,11.7,7.6,0.0
6.68,98.6,37.6,251.6,2.5,0.19,5439.1,KumluTinli,Karpuz,12.9,10.3,7.1
6.27,42.2,27.4,238.7,3.02,0.24,3472.7,Tinli,Badem,20.0,12.1,0.0
7.14,58.5,30.3,256.7,3.25,0.16,3393.1,KilliTinli,Yonca,18.2,11.6,0.0
6.11,78.5,36.5,319.9,4.47,0.14,6166.2,TinliKumlu,Lahana,15.7,10.2,5.3
7.44,60.8,30.3,248.6,2.33,0.31,5011.4,Killi,Susam,10.4,7.3,0.0
5.93,46.1,34.1,203.1,3.96,0.2,3512.3,Tinli,Nar,19.3,11.0,0.0
5.82,54.5,37.9,296.1,3.67,0.16,3760.4,Tinli,Armut,18.4,10.3,0.0
6.22,44.7,43.0,275.7,2.91,0.25,3124.4,KumluTinli,Elma,19.3,9.8,6.6
7.08,64.2,21.7,231.9,2.26,0.25,3244.0,KumluTinli,OglanOtu,17.6,12.9,0.0
5.59,79.3,33.3,190.0,2.04,0.35,2869.9,KumluTinli,SiloMisiri,15.8,10.9,0.0
6.68,76.8,44.1,227.7,2.95,0.24,3287.8,KilliTinli,Ceviz,15.8,9.5,0.0
6.62,61.2,36.2,334.4,3.69,0.23,2086.8,MilliTinli,Biber,17.4,10.7,0.0
6.97,44.3,21.8,160.4,2.25,0.4,340.2,MilliTinli,Bugday,12.9,8.7,0.0
6.32,60.1,44.5,293.9,3.21,0.25,3674.0,KumluTinli,AntepFistigi,17.8,9.2,0.0
6.85,64.6,50.3,268.4,3.53,0.31,5626.2,TinliKumlu,Hiyar,17.0,8.7,6.7
7.1,51.0,24.4,212.5,2.8,0.33,3184.5,KumluTinli,Erik,19.0,12.3,8.7
6.75,79.8,50.6,271.9,4.33,0.26,2201.1,MilliTinli,TazeSogan,15.5,8.1,0.0
5.85,43.9,28.0,254.5,3.66,0.32,3634.8,KumluTinli,Kimyon,19.7,11.8,0.0
7.48,40.9,39.8,258.4,3.34,0.4,3327.6,Tinli,Portakal,20.5,10.3,0.0
6.69,63.4,36.0,237.9,2.12,0.3,3060.4,Tinli,Incir,17.0,10.6,0.0
6.4,66.4,41.5,286.0,2.41,0.37,3226.4,KilliTinli,Seftali,16.9,9.7,0.0
7.0,86.1,39.7,270.1,3.46,0.29,5247.3,MilliTinli,Lahana,14.9,9.9,0.0
6.57,74.8,21.1,214.0,2.72,0.19,3150.9,KilliTinli,Kiraz,16.1,12.8,0.0
6.19,61.7,43.2,285.9,3.92,0.37,3157.3,Tinli,Badem,17.7,9.4,0.0
6.35,91.4,59.0,318.5,3.09,0.11,2143.7,TinliKumlu,Havuc,13.8,7.3,5.8
6.19,74.9,37.5,267.1,3.63,0.15,3792.5,KumluTinli,Rezene,16.1,10.5,0.0
6.64,96.2,39.8,364.7,3.31,0.45,2053.3,TinliKumlu,Tere,13.7,10.0,3.7
6.85,64.9,31.5,286.1,2.61,0.34,5533.0,Tinli,Kenevir,10.3,7.3,0.0
6.03,63.2,38.6,279.5,3.23,0.11,3491.8,KumluTinli,Safran,17.1,10.0,0.0
6.29,72.4,62.5,314.4,3.99,0.42,5591.6,TinliKumlu,Domates,16.0,6.5,5.9
7.14,56.7,39.5,264.7,2.75,0.2,3501.3,KilliTinli,Limon,18.5,10.2,0.0
6.15,66.0,44.6,281.9,2.72,0.23,3195.4,KilliTinli,Ayva,17.1,9.5,0.0
6.99,43.3,21.9,208.2,1.63,1.07,276.7,MilliTinli,Misir,12.8,8.6,0.0
7.65,68.5,31.1,212.2,2.0,0.67,4466.3,Killi,YerFistigi,9.9,7.6,0.0
7.89,60.6,30.4,224.2,2.1,0.45,5420.6,Tinli,Aspir,10.5,7.3,0.0
6.73,60.5,30.7,222.6,2.4,0.22,3282.6,Tinli,SiloMisiri,17.7,11.7,0.0
7.84,78.1,35.2,261.5,2.77,0.72,5066.9,Killi,Keten,8.6,6.7,0.0
6.96,78.7,47.3,252.0,2.64,0.34,2117.8,MilliTinli,Maydanoz,15.8,8.9,0.0
6.84,42.1,39.4,181.2,2.21,0.39,3413.0,KumluTinli,Armut,19.8,10.2,9.7
6.96,54.3,26.0,228.3,3.6,0.29,3668.1,Tinli,Erik,18.4,12.2,0.0
7.08,38.0,26.4,222.3,1.26,1.14,611.5,Killi,Bezelye,2.7,8.1,0.0
6.55,73.5,31.4,212.2,3.33,0.26,3586.3,Tinli,Kiraz,16.3,11.5,0.0
6.92,25.1,25.2,205.4,2.01,0.42,685.8,Tinli,Misir,14.9,8.0,0.0
6.94,80.5,63.9,281.5,4.08,0.37,5178.1,KumluTinli,Lahana,15.2,6.7,6.3
6.37,59.2,41.7,285.7,3.28,0.24,3613.9,KumluTinli,Kusburnu,17.5,9.5,0.0
6.93,32.3,19.3,192.8,2.11,0.89,658.7,MilliTinli,Fiğ,2.7,9.4,0.0
6.72,68.9,39.8,263.9,3.51,0.14,3451.0,Tinli,Badem,16.6,10.2,0.0
6.06,76.4,35.3,260.1,3.19,0.34,3462.3,KilliTinli,Armut,16.1,11.0,0.0
7.56,88.5,41.7,298.9,2.76,0.56,5276.2,Killi,Susam,7.2,5.6,0.0
6.08,78.0,20.3,291.4,3.74,0.14,3675.9,KumluTinli,Anason,15.4,13.1,0.0
6.36,44.4,27.4,190.7,3.13,0.38,3487.0,KilliTinli,Yonca,20.0,12.1,0.0
6.37,103.3,49.4,254.1,2.82,0.38,5428.2,KumluTinli,Hiyar,12.5,8.3,7.6
6.85,50.1,34.0,282.0,2.24,0.17,3367.8,KilliTinli,Kekik,18.7,10.7,0.0
6.31,63.9,29.7,235.6,3.32,0.31,3287.1,KilliTinli,Cay,17.3,11.7,0.0
7.34,73.3,28.3,290.8,3.04,0.39,3005.3,Tinli,Incir,16.0,12.0,0.0
7.59,31.7,20.1,170.6,1.81,1.18,309.0,Tinli,Celtik,14.6,8.9,0.0
7.32,25.5,28.4,182.7,2.05,0.9,316.5,Killi,Bugday,15.3,8.0,0.0
6.21,60.4,58.3,253.1,3.36,0.26,1962.4,MilliTinli,Havuc,17.8,7.2,0.0
7.27,60.5,36.1,193.8,3.56,0.32,3745.6,Tinli,Anason,18.0,10.6,0.0
7.11,69.8,31.6,243.0,2.58,0.3,5227.2,Tinli,Keten,10.0,7.0,0.0
6.52,51.2,33.6,209.6,2.35,0.35,3131.7,KilliTinli,Visne,19.1,11.0,0.0
7.26,60.7,31.6,212.5,2.25,0.2,3145.7,KumluTinli,Erik,17.3,11.2,8.7
7.17,75.4,45.1,271.9,3.35,0.69,5706.2,AgirKilli,Tütün,9.3,5.4,0.0
6.27,41.1,34.4,284.9,2.75,0.19,3601.7,Tinli,Kestane,19.8,11.1,0.0
5.79,57.4,20.1,227.2,3.66,0.17,3530.7,Tinli,Kayisi,18.3,12.9,0.0
7.4,76.8,29.0,236.6,2.73,0.4,3249.4,Tinli,Safran,15.9,11.9,0.0
