Azot,Fosfor,Potasyum,pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
49.4,37.1,295.3,6.96,3.41,0.38,Tinli,Findik,728.0,19.8,1,1,3519
42.4,32.2,241.9,6.06,2.78,0.35,KumluTinli,Limon,640.7,17.6,0,1,3209
77.6,25.2,290.6,7.95,2.6,0.27,Tinli,Aycicegi,633.7,17.4,1,1,5081
51.3,24.5,170.8,6.88,1.32,0.86,Killi,Mercimek,404.2,13.6,0,1,300
104.3,51.2,254.6,7.0,3.6,0.13,MilliTinli,Marul,461.2,25.4,1,1,2011
76.4,57.7,340.6,6.19,4.32,0.42,TinliKumlu,Ispanak,358.5,19.4,1,0,1925
73.1,24.4,185.3,6.59,2.45,0.34,Tinli,Armut,525.8,13.5,1,1,3220
44.2,16.2,199.6,7.73,1.34,0.55,Killi,Arpa,384.1,10.9,0,1,303
48.4,28.6,268.6,7.17,3.81,0.26,KumluTinli,Biberiye,653.1,17.3,1,1,3515
63.4,28.4,203.5,6.64,2.58,0.14,Tinli,Cay,716.5,13.4,1,1,3424
57.2,43.9,224.2,7.62,2.6,0.68,Tinli,YerFistigi,410.9,18.0,1,1,4975
53.0,23.6,202.8,5.56,3.55,0.33,KilliTinli,AdaCayi,630.3,15.7,1,0,3221
101.2,41.7,291.1,7.04,3.2,0.44,KumluTinli,Sarımsak,333.4,18.8,1,1,2011
77.2,48.3,359.1,6.31,3.02,0.39,KumluTinli,Marul,481.1,21.7,1,1,2013
35.4,33.3,221.7,6.8,1.92,1.01,Killi,Arpa,473.0,13.8,1,1,658
84.7,41.9,227.8,7.17,2.07,0.74,Tinli,SekerPancari,451.4,15.6,1,1,4834
89.9,49.7,280.2,6.99,3.44,0.48,TinliKumlu,Havuc,313.9,25.3,1,1,2133
64.5,34.8,241.8,6.81,2.61,0.35,KilliTinli,Ceviz,619.1,17.0,1,1,3190
44.7,27.3,188.4,6.49,3.75,0.34,KumluTinli,Kestane,840.3,19.5,0,1,3372
70.3,48.6,261.6,6.82,3.33,0.43,TinliKumlu,Kavun,408.5,25.2,1,1,5353
70.8,35.5,215.0,7.16,2.62,0.35,Tinli,Nane,558.6,15.7,1,1,3228
97.7,40.6,337.6,6.92,2.87,0.13,MilliTinli,Maydanoz,346.8,21.4,1,1,2057
72.7,38.8,249.6,6.81,2.24,0.3,KumluTinli,Safran,741.3,16.6,1,1,3261
77.4,41.2,366.0,6.9,3.67,0.48,MilliTinli,Turp,349.5,23.1,1,1,2089
41.9,34.0,289.9,6.13,3.47,0.17,KilliTinli,AdaCayi,841.2,16.7,1,1,3484
105.1,42.7,254.2,7.14,3.63,0.43,MilliTinli,Hiyar,450.5,21.4,1,1,5757
79.1,31.9,295.2,6.84,3.83,0.37,KumluTinli,Rezene,667.9,13.8,1,1,3744
57.8,26.5,221.2,5.85,3.34,0.2,KumluTinli,Greyfurt,889.3,19.6,1,1,3580
53.1,46.0,301.4,7.89,3.29,0.31,Tinli,Susam,443.6,21.0,1,1,5898
49.8,23.5,214.6,6.86,2.78,0.27,Tinli,Zeytin,762.2,19.1,1,1,3472
53.5,24.6,278.6,5.53,3.22,0.1,KumluTinli,Nane,551.2,16.9,1,1,3285
82.8,51.8,324.2,6.19,1.62,0.29,TinliKumlu,Karpuz,291.9,22.0,1,1,4968
97.5,64.1,373.7,6.87,3.74,0.23,KumluTinli,Hiyar,452.2,22.5,1,1,5917
66.7,44.2,240.8,5.58,3.49,0.39,Tinli,Kiraz,530.0,17.4,1,0,3268
54.4,38.2,268.8,7.24,2.35,0.27,Tinli,Rezene,695.7,14.9,1,1,3395
57.0,35.6,259.0,5.89,2.94,0.38,KilliTinli,Badem,759.4,12.6,1,1,3158
61.7,53.0,244.4,6.46,3.32,0.12,KumluTinli,Prasa,429.1,23.1,1,1,2033
48.1,36.3,253.3,7.23,2.47,0.31,KumluTinli,AntepFistigi,558.1,19.7,1,1,3388
82.4,43.4,259.5,6.84,4.07,0.39,MilliTinli,Biber,262.7,24.2,1,1,2152
50.9,43.8,247.9,7.13,2.44,0.33,Tinli,Kekik,781.6,14.0,0,1,3399
71.4,34.8,221.9,7.42,2.63,0.37,KilliTinli,Kivi,864.1,13.4,0,1,3368
53.7,35.0,318.6,7.35,2.18,0.69,Tinli,Kanola,556.1,21.5,1,1,4877
42.5,15.6,239.0,7.56,1.61,1.17,MilliTinli,Yulaf,496.8,12.6,0,1,298
49.5,29.9,275.9,5.91,2.55,0.29,Tinli,Anason,709.4,19.1,1,1,3176
69.1,24.9,211.4,7.05,3.64,0.17,KilliTinli,Incir,652.3,14.1,0,1,3614
65.4,39.3,271.3,6.89,3.24,0.35,Killi,Tütün,669.0,14.3,1,1,5680
53.6,29.7,244.9,6.01,2.68,0.32,Tinli,Kivi,877.6,13.1,1,1,3201
40.7,29.0,285.2,5.84,2.16,0.35,KilliTinli,Greyfurt,620.6,19.4,1,1,3422
97.0,50.9,286.2,6.3,2.84,0.37,KumluTinli,Maydanoz,489.9,20.0,1,1,1955
70.0,35.2,224.1,5.71,3.48,0.12,KilliTinli,Portakal,843.8,14.1,0,1,3742
50.0,36.0,209.6,7.47,3.55,0.27,KilliTinli,Mandalina,588.5,13.6,1,1,3337
43.6,29.4,169.8,6.62,1.83,1.04,Killi,Yulaf,503.3,12.5,0,0,268
66.1,59.7,261.1,6.36,2.58,0.43,MilliTinli,Lahana,471.9,20.4,1,1,5492
57.3,27.9,269.0,7.71,2.72,0.77,Killi,SekerPancari,507.7,15.0,1,1,5338
69.4,61.0,269.6,6.71,2.83,0.47,KumluTinli,Marul,411.8,18.9,1,1,2004
34.1,24.1,221.5,6.62,1.21,0.82,MilliTinli,Nohut,362.8,11.0,0,1,292
65.5,43.1,376.6,7.09,3.6,0.41,KumluTinli,Maydanoz,396.4,24.5,1,0,1995
65.5,20.4,210.3,7.47,3.37,0.11,KumluTinli,Kiraz,551.2,18.1,0,1,3412
64.0,45.6,296.4,7.25,2.6,0.36,Tinli,Aspir,558.7,18.7,0,1,5209
53.3,31.9,218.9,6.83,1.66,0.86,Killi,Mercimek,521.5,13.1,0,1,312
42.3,35.4,217.1,6.86,3.53,0.12,KumluTinli,Korunga,795.4,16.1,1,1,3701
58.5,44.0,207.8,5.76,2.74,0.3,Tinli,Ayva,685.4,16.3,1,1,3470
79.4,25.7,210.2,7.27,2.92,0.32,KilliTinli,Portakal,689.9,15.6,1,1,3571
72.3,28.1,304.0,6.93,2.15,0.67,Tinli,Aspir,508.4,16.2,1,0,4396
79.8,59.0,340.5,6.22,3.78,0.4,KumluTinli,Patlican,450.3,24.8,1,1,2060
46.8,15.2,223.1,7.09,1.75,0.95,Tinli,Bugday,339.0,12.7,0,1,301
67.9,32.6,282.0,5.7,2.95,0.36,KilliTinli,Zeytin,693.4,17.5,0,1,3315
56.9,30.4,272.3,6.06,3.2,0.24,Tinli,Elma,845.0,15.8,0,1,3519
50.9,37.9,209.5,6.8,2.69,0.35,KumluTinli,Ceviz,774.6,17.3,1,0,2845
58.9,31.9,256.4,6.74,2.02,0.15,Tinli,Nane,655.0,19.8,1,1,3150
41.8,38.9,265.1,5.85,2.89,0.2,KumluTinli,Nane,672.0,17.7,0,1,3409
66.8,44.5,254.1,7.26,3.89,0.21,Tinli,Nar,789.0,13.8,1,1,3554
61.8,41.6,245.9,6.76,2.79,0.23,KilliTinli,Papatya,746.8,13.5,0,1,3215
66.6,59.2,351.2,6.34,3.55,0.3,MilliTinli,Havuc,280.2,25.0,1,0,2008
58.7,25.2,198.2,6.36,3.23,0.15,Tinli,Kimyon,741.4,14.1,1,0,3191
31.7,22.6,181.2,7.33,1.47,0.59,Tinli,Fiğ,319.1,12.9,1,1,671
79.6,36.7,281.1,7.18,2.82,0.79,Killi,YerFistigi,440.0,18.7,1,1,4992
53.4,27.1,274.9,5.86,2.29,0.31,KilliTinli,Incir,696.3,18.4,1,1,3053
45.2,31.3,223.8,6.57,1.86,0.34,Killi,Bugday,474.1,12.9,0,1,325
72.4,33.4,222.4,5.89,2.07,0.32,Tinli,Armut,820.2,18.1,1,1,3207
66.5,39.9,181.7,6.29,3.52,0.17,KumluTinli,Ceviz,884.1,12.7,1,0,3376
49.6,35.0,204.8,7.32,1.81,0.95,MilliTinli,Bezelye,456.9,11.5,1,1,648
60.5,31.4,259.1,7.98,2.89,0.61,Tinli,Kenevir,591.2,21.3,1,1,5423
95.2,45.7,281.9,6.99,2.84,0.23,TinliKumlu,Patlican,484.2,21.5,1,1,2011
53.0,28.9,231.3,7.24,1.7,0.59,Killi,Arpa,394.9,11.8,0,1,299
42.6,39.6,231.0,6.76,2.73,0.22,Tinli,Kestane,846.4,14.5,0,1,3520
57.2,43.4,266.6,5.56,2.96,0.32,KumluTinli,Korunga,869.3,18.0,1,1,3424
25.2,31.2,164.6,7.41,2.08,0.63,Killi,Cavdar,407.5,13.5,0,1,300
52.1,26.8,219.0,7.29,2.23,0.93,MilliTinli,Fasulye,306.6,10.5,0,1,293
42.6,26.2,295.1,5.78,3.2,0.24,KumluTinli,Salep,766.3,15.1,1,1,3297
56.6,36.0,225.0,7.12,2.48,0.26,Tinli,Safran,544.8,14.2,1,1,3227
75.0,34.7,212.1,7.46,3.27,0.33,KumluTinli,SiloMisiri,634.8,12.4,0,1,3232
71.9,30.0,243.2,7.37,3.79,0.35,KumluTinli,Erik,843.3,19.9,0,0,3366
66.0,37.4,272.9,7.93,2.46,0.31,AgirKilli,Aycicegi,488.9,20.9,0,1,5628
84.4,53.4,322.1,7.0,4.16,0.39,KumluTinli,TazeSogan,299.0,21.1,1,1,2273
57.8,36.6,259.6,6.47,3.95,0.19,Tinli,Armut,526.3,12.7,0,1,3488
78.4,39.8,274.1,6.87,3.19,0.37,MilliTinli,Sarımsak,442.7,18.4,1,1,2190
102.2,47.1,274.9,7.15,1.58,0.37,KumluTinli,Karpuz,318.1,20.3,1,1,4851
41.8,44.7,194.5,6.86,3.23,0.16,KumluTinli,AntepFistigi,597.2,16.9,1,1,3717
53.1,27.9,163.8,6.85,2.03,1.15,Tinli,Bezelye,329.7,12.2,0,1,300
109.2,61.3,300.4,7.01,4.14,0.16,TinliKumlu,Sarımsak,351.2,23.1,1,1,2342
67.4,31.5,231.3,5.7,2.71,0.34,Tinli,Kusburnu,727.0,12.4,0,1,3503
48.1,37.5,216.1,6.79,3.86,0.21,KilliTinli,Muz,669.2,16.5,0,0,3003
31.0,32.1,172.9,7.48,1.72,0.57,Killi,Burçak,355.5,11.2,0,1,326
69.7,27.8,249.5,7.16,2.66,0.32,Killi,Aycicegi,459.1,21.7,1,1,5363
54.8,22.2,233.4,6.77,3.49,0.19,KumluTinli,Anason,587.2,14.0,1,1,3421
74.4,58.3,338.4,6.17,3.08,0.39,TinliKumlu,Roka,332.5,21.0,1,1,2090
43.4,18.7,173.2,7.13,1.77,0.56,Tinli,Fiğ,302.4,13.1,0,1,295
35.4,19.9,192.1,6.76,1.99,0.9,Killi,Arpa,369.0,11.5,0,1,302
100.4,64.5,332.6,6.13,3.99,0.25,TinliKumlu,Hiyar,470.4,25.1,1,1,6133
73.7,38.8,231.8,6.8,2.04,0.23,Tinli,Kayisi,715.5,12.4,1,1,3005
59.0,41.6,226.9,7.97,3.0,0.28,AgirKilli,Soya,696.2,22.0,1,0,5055
70.4,49.8,288.2,6.21,4.46,0.3,TinliKumlu,Lahana,486.5,22.6,1,1,5608
93.8,55.7,328.1,6.98,3.18,0.49,MilliTinli,Hiyar,371.1,18.3,1,1,5171
60.9,36.7,216.5,7.52,3.41,0.58,Killi,YerFistigi,478.0,17.4,1,1,5454
64.7,29.5,204.1,7.02,3.5,0.26,Tinli,SekerPancari,555.6,14.2,1,1,5585
99.8,46.6,276.0,6.67,3.89,0.48,MilliTinli,Prasa,473.0,18.0,1,1,2140
103.3,46.7,273.5,7.0,2.57,0.41,MilliTinli,Prasa,439.3,25.9,1,0,1642
40.7,40.4,224.4,7.39,3.71,0.11,KumluTinli,Rezene,769.6,13.2,0,1,3423
48.6,40.7,235.1,7.09,2.59,0.31,KilliTinli,AdaCayi,530.2,15.9,1,1,3459
83.1,40.1,282.9,7.18,2.96,0.24,MilliTinli,Kereviz,390.9,23.0,1,1,1988
72.9,40.9,259.3,6.56,3.92,0.12,KumluTinli,Kavun,280.5,21.6,1,1,5501
85.8,42.9,318.7,7.13,4.03,0.33,TinliKumlu,Kereviz,342.4,23.5,1,1,2202
68.6,40.6,204.3,6.65,3.07,0.18,KilliTinli,Armut,738.2,13.4,1,1,3401
60.3,24.4,241.3,5.62,3.85,0.24,KumluTinli,SiloMisiri,674.7,19.6,1,1,3810
41.0,23.9,169.7,6.76,1.33,0.99,MilliTinli,Celtik,349.9,12.0,1,1,631
53.2,38.1,249.8,6.14,2.1,0.22,KilliTinli,Nane,716.5,13.2,0,1,3389
40.2,21.5,185.1,7.63,1.23,0.52,Tinli,Mercimek,365.9,10.1,0,1,304
83.2,51.0,296.5,6.73,2.79,0.44,TinliKumlu,Tere,295.2,18.7,1,1,1923
40.5,32.5,296.8,7.06,2.14,0.3,KumluTinli,Elma,666.6,18.1,1,1,3450
74.0,43.8,189.5,6.37,2.77,0.3,KilliTinli,Incir,671.6,19.0,0,0,3104
37.0,19.8,199.9,7.6,1.38,1.17,MilliTinli,Cavdar,547.5,11.7,0,1,286
52.7,40.0,269.8,6.76,3.13,0.35,KumluTinli,Safran,590.2,12.2,1,1,3276
25.8,28.4,235.0,6.64,1.26,0.65,Tinli,Mercimek,475.7,13.0,0,1,288
73.2,32.9,212.0,7.67,2.3,0.28,Killi,Tütün,501.1,17.6,1,1,5539
69.5,25.9,253.0,5.63,2.8,0.14,KilliTinli,Korunga,636.0,19.6,1,1,3586
88.2,51.8,261.0,6.77,2.85,0.13,MilliTinli,Maydanoz,284.6,22.7,1,1,2093
77.4,33.7,209.1,6.87,2.92,0.26,KilliTinli,Biberiye,778.6,13.1,1,1,3301
41.6,26.3,277.9,6.73,2.5,0.21,Tinli,Greyfurt,523.8,18.8,0,1,3453
107.1,46.2,246.6,7.18,4.04,0.43,MilliTinli,Turp,360.8,24.7,1,1,2044
51.0,30.0,285.8,6.86,2.62,0.14,KilliTinli,Rezene,789.0,18.7,1,1,3416
79.5,31.5,256.8,6.05,3.37,0.19,Tinli,Kimyon,884.7,19.8,1,1,3398
68.0,55.8,285.8,6.99,3.72,0.41,MilliTinli,Lahana,303.9,18.4,1,1,5579
86.8,44.6,341.5,6.16,2.79,0.33,TinliKumlu,Maydanoz,450.4,22.7,1,1,1912
84.2,31.7,296.8,7.24,2.29,0.35,Tinli,Kanola,667.4,16.0,1,1,5547
51.1,29.1,203.4,7.57,1.9,0.43,MilliTinli,Fiğ,543.4,11.2,1,1,733
30.0,21.5,223.2,6.78,2.02,0.77,Tinli,Burçak,415.0,12.6,1,1,679
66.6,27.8,277.9,7.0,3.48,0.13,KumluTinli,Uzum,602.1,15.5,1,1,3292
55.8,30.7,270.3,5.9,3.69,0.3,Tinli,Limon,820.4,15.2,1,1,3707
69.4,29.5,238.5,5.65,2.26,0.17,Tinli,AntepFistigi,627.3,13.8,1,1,3128
44.7,25.7,237.0,7.08,2.05,0.71,Tinli,Cavdar,433.5,13.8,0,1,309
55.2,23.6,182.6,7.2,3.67,0.36,KumluTinli,Nar,717.0,15.7,1,0,3189
31.1,29.3,160.0,7.72,1.44,0.85,Tinli,Arpa,520.9,10.7,1,1,650
80.0,63.6,291.8,6.26,3.47,0.32,MilliTinli,Biber,337.4,18.8,1,1,1956
51.5,39.0,267.8,5.51,2.23,0.29,Tinli,AntepFistigi,858.5,14.8,0,1,3088
39.9,24.4,171.8,7.78,1.98,0.89,MilliTinli,Celtik,536.4,12.4,1,1,714
66.0,48.1,319.9,6.49,3.36,0.1,TinliKumlu,Turp,497.8,21.0,1,1,2175
55.1,38.9,281.5,7.2,2.3,0.35,KumluTinli,Cay,827.9,17.7,0,1,3121
44.6,44.3,274.3,7.16,3.6,0.37,Tinli,Kivi,841.9,17.0,1,1,3451
66.9,32.7,182.9,5.73,2.97,0.24,Tinli,Nar,512.4,13.3,0,1,3472
47.3,24.3,234.6,5.51,3.99,0.37,KilliTinli,Papatya,707.0,14.1,1,1,3572
58.8,34.9,218.1,7.05,3.56,0.35,Tinli,Limon,611.1,17.1,0,1,3582
49.9,37.2,287.2,7.31,3.12,0.33,KilliTinli,Safran,786.5,18.1,1,1,3466
52.6,43.8,251.4,5.74,2.7,0.19,KilliTinli,Kayisi,655.2,14.3,1,1,3358
40.8,27.4,227.1,7.02,2.43,0.35,Tinli,Kestane,828.7,18.0,0,1,3491
79.2,30.4,305.3,7.95,3.34,0.79,Killi,SekerPancari,632.3,15.6,1,1,5651
53.9,44.8,232.8,5.92,2.73,0.35,KilliTinli,Rezene,618.1,19.2,1,1,3330
75.9,24.5,252.2,7.46,3.01,0.35,Tinli,OglanOtu,626.7,15.4,1,1,3325
62.0,31.9,234.0,7.11,2.57,0.14,KilliTinli,Portakal,595.0,16.3,1,1,3513
47.9,19.5,225.8,7.6,1.9,0.35,MilliTinli,Mercimek,356.8,11.3,0,1,331
98.8,49.0,278.2,6.91,3.51,0.12,KumluTinli,Domates,479.2,21.9,1,0,4723
86.0,41.1,341.5,6.24,3.19,0.36,KumluTinli,Marul,431.6,19.1,1,1,2190
98.1,48.7,324.1,6.55,3.49,0.37,MilliTinli,Lahana,422.1,19.3,1,1,5798
72.8,29.8,270.5,6.85,2.45,0.1,KumluTinli,Biberiye,562.8,14.9,1,0,2774
69.3,21.8,242.2,6.14,2.24,0.35,Tinli,AdaCayi,839.9,18.4,1,1,3177
49.6,41.4,277.0,6.08,2.24,0.18,Tinli,Korunga,583.8,17.6,1,1,3147
97.1,63.3,338.3,6.78,4.02,0.26,KumluTinli,Havuc,376.2,19.1,1,1,2057
48.9,37.5,227.1,6.79,2.46,0.16,Tinli,Nar,816.1,17.9,0,1,3094
60.0,59.0,244.3,7.02,2.61,0.31,TinliKumlu,Marul,376.3,21.6,1,1,1889
54.4,42.6,242.4,6.46,3.27,0.37,Tinli,Findik,525.2,14.6,1,1,3640
82.6,26.3,245.5,6.97,2.67,0.74,AgirKilli,Pamuk,585.0,21.1,1,1,408
42.1,35.1,241.8,5.59,2.27,0.37,KilliTinli,AdaCayi,792.6,17.7,0,1,3061
97.4,51.5,295.3,6.34,3.0,0.4,TinliKumlu,Prasa,423.2,18.3,1,1,1995
52.3,38.9,245.4,6.63,2.01,0.35,KumluTinli,Zeytin,570.2,14.1,1,1,3382
70.0,25.5,235.7,6.88,3.63,0.23,KilliTinli,Muz,641.6,14.8,1,1,3404
43.5,36.0,204.7,5.72,3.31,0.27,KilliTinli,MeyanKoku,609.7,19.2,0,0,3309
67.3,39.3,270.4,7.28,3.37,0.32,Tinli,Erik,879.0,19.1,0,0,3306
67.4,42.7,244.0,6.23,3.3,0.18,KumluTinli,Biberiye,667.5,14.5,0,1,3633
71.7,54.1,348.4,6.83,4.19,0.29,KumluTinli,Hiyar,377.2,18.6,1,1,6144
60.2,44.3,257.4,6.53,3.49,0.26,KilliTinli,Erik,837.5,18.8,0,1,3296
66.7,40.2,205.7,6.65,2.16,0.3,KumluTinli,Seftali,889.0,13.7,1,1,3336
61.2,31.3,199.5,6.03,2.95,0.23,Tinli,YemSalgamı,734.9,15.7,0,1,3514
47.9,37.7,223.0,5.61,3.73,0.15,Tinli,Zeytin,878.8,18.2,1,1,3342
69.6,33.2,190.6,7.2,3.23,0.12,KilliTinli,Rezene,519.1,13.4,1,1,3416
49.8,33.5,194.1,6.72,1.68,0.57,Tinli,Bezelye,468.2,12.2,1,1,692
90.1,55.9,317.7,6.75,3.77,0.43,KumluTinli,Tere,257.5,20.1,1,1,2022
25.7,19.4,236.5,7.19,1.6,1.08,Tinli,Nohut,479.6,11.8,0,1,299
70.8,43.4,183.8,6.02,2.57,0.23,Tinli,Nar,750.0,18.9,1,1,3370
77.3,25.6,226.6,7.42,3.87,0.17,Tinli,Muz,621.7,18.8,1,1,3712
72.2,34.2,251.4,7.4,2.45,0.24,KumluTinli,MeyanKoku,500.3,15.7,1,1,3384
90.3,44.4,330.5,6.02,3.14,0.33,KumluTinli,Domates,394.2,26.0,1,1,5324
60.5,41.0,202.0,5.54,3.64,0.24,Tinli,OglanOtu,563.7,18.9,1,1,3338
78.1,23.9,205.6,7.02,3.6,0.15,KilliTinli,Rezene,504.0,14.2,0,1,3327
65.6,65.0,255.5,6.19,3.92,0.17,MilliTinli,Roka,475.6,20.0,1,0,2021
75.3,32.1,290.4,7.28,2.96,0.1,Tinli,Ceviz,682.8,14.9,0,1,3542
49.6,40.5,274.8,5.84,2.73,0.28,Tinli,Cay,576.7,12.0,1,1,3160
61.9,35.2,236.0,7.35,2.78,0.79,AgirKilli,Susam,530.0,19.1,1,1,5441
30.7,16.7,179.6,7.42,1.47,0.66,MilliTinli,Cavdar,332.5,10.7,0,1,294
83.3,35.1,260.9,7.76,2.31,0.53,Tinli,Keten,486.6,20.6,1,1,5069
77.7,34.2,306.1,7.21,3.04,0.67,Killi,Susam,656.7,20.6,1,1,5458
66.6,58.7,339.0,7.0,3.14,0.16,KumluTinli,Kavun,488.4,23.4,1,0,5239
81.5,31.2,225.3,7.34,2.72,0.44,Tinli,Susam,546.3,16.0,1,1,5329
65.7,27.3,240.8,6.14,3.97,0.33,Tinli,Incir,634.0,13.7,1,1,3646
76.4,33.0,228.5,7.04,3.99,0.18,KumluTinli,Ayva,596.6,12.3,1,1,3721
42.1,24.8,274.2,6.28,2.13,0.26,KumluTinli,Visne,786.1,12.2,1,1,3125
56.5,26.7,290.5,7.49,2.69,0.36,KilliTinli,Seftali,523.5,15.7,1,1,3458
75.8,21.8,216.6,6.55,3.63,0.22,KumluTinli,Greyfurt,797.2,17.8,1,1,3598
47.8,25.8,225.6,5.89,3.99,0.11,KumluTinli,Kestane,842.0,13.3,1,1,3637
44.9,27.5,224.6,5.8,2.53,0.31,KumluTinli,Salep,743.3,14.3,1,1,3496
65.9,36.2,212.1,6.6,2.86,0.13,KilliTinli,Korunga,532.8,14.4,1,1,3174
55.7,34.2,213.0,6.69,3.75,0.14,Tinli,Ceviz,895.2,19.8,1,1,3713
86.2,34.7,253.2,7.96,2.8,0.21,AgirKilli,SekerPancari,614.4,20.3,1,0,4504
44.7,28.7,227.5,5.94,3.2,0.1,KilliTinli,Zeytin,780.8,12.8,1,1,3411
90.8,48.3,312.4,6.57,3.22,0.31,MilliTinli,Biber,307.8,23.5,1,1,2057
51.5,26.7,201.4,5.82,3.54,0.3,KumluTinli,Greyfurt,865.5,15.2,0,0,3194
64.7,49.2,253.2,6.8,4.09,0.24,MilliTinli,Kavun,294.0,24.5,1,1,5819
79.8,42.9,253.4,7.26,3.88,0.4,Tinli,Erik,763.6,15.4,1,1,3433
59.2,42.7,271.7,6.26,2.58,0.27,KilliTinli,SiloMisiri,607.1,19.4,0,1,3466
59.9,33.1,187.9,6.77,2.25,0.11,Tinli,Safran,893.0,16.2,1,1,3507
60.8,30.2,188.2,6.24,2.31,0.27,KilliTinli,Zeytin,822.8,12.1,1,1,3273
51.6,22.3,234.6,6.6,1.68,0.45,MilliTinli,Fasulye,517.7,11.2,1,1,643
56.4,28.3,227.9,7.87,2.57,0.21,Killi,SekerPancari,681.3,18.7,1,1,5690
46.4,23.5,254.2,7.27,2.03,0.23,Tinli,Kusburnu,853.8,14.8,0,1,3192
42.1,15.4,161.0,7.08,2.09,1.14,MilliTinli,Burçak,373.0,13.3,1,1,641
73.3,34.8,218.5,6.76,3.88,0.37,Tinli,Seftali,702.7,19.4,0,0,3211
50.6,39.7,250.6,7.23,2.4,0.37,KilliTinli,Nar,885.6,16.9,1,1,3080
50.0,21.3,254.0,6.65,3.7,0.27,KilliTinli,Rezene,710.0,17.7,1,1,3612
54.5,24.5,261.9,5.59,2.22,0.16,KilliTinli,Armut,843.1,13.5,0,1,3125
68.8,34.2,198.3,6.17,3.34,0.4,KumluTinli,MeyanKoku,614.0,16.8,0,1,3540
41.0,29.1,286.3,6.22,3.79,0.21,KilliTinli,Cilek,690.3,19.5,1,1,3433
47.5,22.5,251.6,6.13,3.51,0.37,KilliTinli,Seftali,642.0,18.6,0,0,3020
69.0,26.3,203.6,7.41,2.3,0.75,Killi,Aycicegi,410.9,14.1,1,1,5163
65.1,26.7,288.5,6.96,2.13,0.38,Tinli,Kivi,862.2,19.9,0,1,3188
29.5,31.7,168.5,7.17,1.54,0.97,Tinli,Fasulye,474.7,12.5,1,1,606
43.3,44.4,232.9,6.03,3.51,0.21,KumluTinli,Biberiye,819.7,15.2,0,1,3367
98.2,40.8,301.3,6.73,3.12,0.19,TinliKumlu,Turp,424.6,18.6,1,1,2121
75.0,33.1,247.6,6.75,3.78,0.27,KumluTinli,YemSalgamı,542.9,15.7,0,1,3730
46.5,33.7,185.8,7.32,1.61,0.83,Tinli,Arpa,333.3,10.5,1,1,661
107.9,40.7,353.8,6.66,3.34,0.42,KumluTinli,Ispanak,285.1,22.2,1,1,2088
66.6,37.4,285.1,6.02,3.77,0.21,KumluTinli,Turp,285.7,19.9,1,1,2250
79.7,43.9,266.1,6.65,2.97,0.25,MilliTinli,TazeSogan,497.1,20.4,1,1,2166
69.1,40.2,251.8,5.64,2.39,0.13,KilliTinli,OglanOtu,645.7,13.7,1,1,3490
80.8,42.6,283.3,7.07,2.64,0.3,KumluTinli,Kereviz,379.3,25.3,1,1,2023
109.1,38.8,243.0,7.11,3.84,0.26,TinliKumlu,Ispanak,457.6,18.3,1,1,2244
89.3,46.3,266.3,7.96,2.7,0.45,Tinli,YerFistigi,651.0,18.1,0,1,5347
76.3,30.2,246.6,7.91,2.18,0.49,Killi,SekerPancari,447.3,16.2,1,1,5030
71.6,36.8,250.4,5.87,3.65,0.38,KumluTinli,AdaCayi,729.0,17.9,1,1,3326
28.1,28.2,187.6,6.89,1.9,0.77,Tinli,Cavdar,311.2,11.8,1,1,678
48.7,24.9,163.5,6.95,1.62,0.47,MilliTinli,Fiğ,302.9,10.1,0,0,252
63.2,43.4,256.7,6.32,4.28,0.41,KumluTinli,Domates,378.8,23.2,1,1,6015
75.8,36.4,318.7,7.82,2.28,0.8,Killi,Soya,460.1,14.6,1,1,4667
40.8,34.0,160.2,6.59,1.97,1.12,MilliTinli,Arpa,412.3,11.7,1,0,559
50.4,22.7,199.0,7.45,2.31,0.19,KilliTinli,Nar,600.4,13.5,0,1,3475
105.5,45.2,266.0,7.14,3.91,0.5,MilliTinli,Patlican,263.7,25.9,1,1,2267
45.0,23.5,197.0,7.48,2.4,0.26,KumluTinli,Findik,513.3,14.9,1,0,2958
63.7,32.9,246.6,5.67,3.6,0.28,KilliTinli,Visne,640.4,14.3,1,1,3699
42.3,35.8,272.3,6.05,2.12,0.38,KilliTinli,Seftali,617.4,19.5,0,1,3272
52.7,36.9,286.0,7.09,3.7,0.2,KumluTinli,Greyfurt,805.1,19.3,1,1,3502
54.5,34.6,227.7,6.8,2.57,0.1,KumluTinli,Muz,544.0,13.6,0,0,3082
91.0,51.0,270.2,6.51,4.17,0.15,KumluTinli,Prasa,265.1,22.3,1,1,2091
50.7,19.6,174.2,7.5,2.11,1.02,MilliTinli,Yulaf,454.8,13.5,1,1,698
41.6,28.4,218.0,6.08,2.92,0.19,KumluTinli,Incir,597.5,14.0,1,1,3371
70.6,35.9,242.6,6.67,2.21,0.13,KumluTinli,Kivi,786.3,17.7,0,1,3193
62.6,54.9,268.8,6.55,4.47,0.41,KumluTinli,Kereviz,413.5,24.0,1,1,2155
66.6,20.1,260.7,6.74,2.88,0.26,KumluTinli,Kiraz,686.5,14.6,0,1,3271
