pH,Azot,Fosfor,Potasyum,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
7.64,88.1,38.6,286.0,2.84,0.6,202,2009
7.07,41.3,16.8,188.6,1.59,1.15,202,1002
6.78,52.8,22.0,277.1,3.86,0.19,203,5001
6.57,37.1,21.9,126.8,1.16,0.73,202,8002
6.91,58.4,28.0,309.3,2.89,0.24,306,2004
7.1,70.5,39.3,231.1,2.01,0.63,202,2006
6.57,84.5,55.3,364.6,4.46,0.14,201,3016
7.02,85.7,46.5,225.7,2.14,0.23,301,2005
7.55,64.0,30.0,216.5,2.54,0.24,202,2006
6.94,62.8,50.0,263.4,2.84,0.22,301,2006
6.03,66.4,37.7,327.8,2.96,0.26,204,3002
6.76,44.8,30.3,220.9,2.22,0.8,301,1011
6.7,68.4,35.4,212.7,3.48,0.31,201,6005
6.69,53.2,27.0,184.8,3.88,0.2,201,4010
6.08,43.7,31.8,256.2,2.28,0.11,202,4011
7.81,86.0,27.2,309.5,3.19,0.55,202,2005
6.28,44.7,35.5,217.6,2.68,0.39,202,4009
8.33,24.0,15.9,170.8,1.21,0.26,402,6002
7.07,77.7,46.3,340.1,3.71,0.14,204,3013
7.25,29.7,14.1,148.1,1.85,0.25,202,8004
6.97,15.9,12.0,140.3,1.89,0.27,202,8004
7.24,71.7,37.8,284.6,3.85,0.3,203,4007
6.89,29.0,22.4,131.9,1.21,0.9,202,8001
7.04,69.4,35.9,276.4,3.36,0.36,306,2001
6.98,101.8,55.1,348.6,2.57,0.39,201,3004
6.6,66.8,36.5,312.6,2.32,0.36,201,3005
7.18,35.0,22.8,168.1,1.4,0.9,402,7001
7.05,29.3,11.5,126.0,1.49,0.99,402,7004
5.1,76.9,23.5,183.5,3.48,0.31,203,4016
6.85,110.0,64.0,341.0,3.83,0.19,204,3014
6.08,77.5,39.0,276.2,3.15,0.27,202,4015
6.12,60.0,21.1,222.5,2.92,0.14,203,5002
7.03,37.8,18.8,192.2,1.71,0.33,204,1005
7.62,84.1,29.6,300.4,2.16,0.65,306,2006
7.47,24.7,22.7,120.7,1.16,0.65,202,8002
6.27,68.8,29.3,210.1,2.24,0.24,202,6003
8.29,35.4,27.8,196.3,1.47,0.59,101,7001
6.25,79.8,31.0,254.2,2.23,0.1,203,4012
6.44,87.3,39.0,281.6,3.89,0.27,102,3003
6.57,47.4,20.0,238.1,3.91,0.31,202,4003
6.72,54.0,20.6,168.0,2.08,0.75,301,1010
6.55,99.2,42.9,240.2,3.25,0.44,102,3011
6.87,74.8,46.7,264.7,4.03,0.2,204,3003
6.31,58.5,33.9,250.2,3.63,0.13,201,6001
7.92,34.2,27.4,162.4,1.53,0.59,402,7014
7.26,64.5,35.4,227.3,2.7,0.78,306,2009
6.73,95.6,63.7,337.5,3.87,0.44,102,3011
8.28,29.4,29.3,188.6,1.55,0.45,402,7008
6.28,67.2,55.4,268.3,4.37,0.38,204,3003
7.2,60.1,52.1,376.7,4.18,0.27,204,3009
6.63,41.3,34.8,249.8,3.72,0.31,201,6005
5.3,78.8,33.5,223.1,2.71,0.17,201,4016
7.02,81.7,35.6,304.7,2.25,0.58,301,2006
7.02,76.7,35.7,272.4,2.57,0.27,204,3016
6.31,78.2,50.7,376.9,3.08,0.31,204,3014
6.61,73.5,64.4,272.6,3.65,0.18,102,3016
6.05,62.7,22.0,245.4,2.31,0.13,201,6005
7.59,72.4,28.2,256.6,2.05,0.28,202,2003
7.26,56.7,43.6,239.6,2.77,0.13,202,5001
6.83,54.7,32.4,257.6,2.32,0.42,306,2005
6.67,45.5,36.7,293.9,3.75,0.2,203,4005
7.68,25.5,32.3,205.7,1.37,0.49,301,1005
6.92,68.5,49.9,214.7,3.27,0.36,306,2008
7.19,32.4,26.7,168.8,1.12,0.98,202,8001
7.24,74.0,25.5,255.8,3.13,0.32,202,4012
6.76,76.2,50.0,352.7,4.05,0.31,102,3003
7.62,51.3,22.1,220.2,2.17,1.13,202,1004
7.03,45.7,20.5,249.4,2.93,0.28,202,4012
7.8,42.2,29.3,216.2,2.08,0.55,301,1009
5.83,66.8,42.0,206.7,2.68,0.17,202,4011
6.99,105.8,55.4,343.0,4.01,0.4,204,3017
6.28,85.4,36.8,313.9,4.13,0.26,204,3013
7.17,73.9,43.8,357.4,3.0,0.14,204,3008
7.49,74.7,20.1,197.3,2.59,0.16,202,4013
7.96,30.8,18.9,143.5,1.87,0.79,101,7004
7.99,24.5,23.7,199.8,1.42,0.9,101,7009
6.47,109.7,60.8,299.0,3.13,0.1,102,3016
6.51,62.9,33.8,212.9,2.59,0.2,201,6001
7.01,34.5,11.3,184.6,1.23,0.98,101,7002
7.33,48.9,29.6,160.6,1.4,1.05,204,1002
7.06,82.2,39.3,299.3,3.46,0.13,204,3003
7.19,84.4,25.4,248.0,2.95,0.36,202,2002
6.55,65.2,56.1,357.4,3.65,0.21,204,3004
7.25,21.6,19.5,181.2,1.42,0.56,402,7009
7.19,77.3,50.8,282.4,4.27,0.1,201,3007
7.28,77.8,22.5,247.4,2.09,0.13,203,4003
6.64,35.2,17.7,205.8,1.52,1.02,202,1003
6.89,64.4,57.3,350.7,2.76,0.47,204,3001
6.22,81.0,58.4,320.3,3.97,0.47,201,3006
7.94,34.6,25.8,132.9,1.72,0.51,402,7009
7.43,30.9,18.8,179.8,1.45,0.27,202,8004
6.84,86.6,33.8,213.6,3.43,0.54,301,2011
6.76,67.5,57.1,306.2,2.75,0.37,102,3004
6.4,62.7,27.2,259.8,3.99,0.14,202,4013
6.84,46.8,26.7,253.0,2.27,0.29,202,6004
7.3,53.6,20.1,212.7,1.43,0.83,202,1005
7.57,56.8,40.0,233.8,2.97,0.61,202,2009
6.09,77.0,61.5,322.7,3.15,0.37,204,3004
7.24,45.5,32.8,275.0,3.58,0.25,203,4012
6.28,56.9,29.2,246.5,3.28,0.18,203,4003
6.65,46.8,40.0,295.9,3.43,0.39,202,4002
6.06,79.5,62.4,373.6,3.59,0.21,201,3002
6.02,69.8,56.2,342.4,3.19,0.16,102,3010
7.8,23.0,19.9,183.2,1.01,0.77,402,6002
7.4,24.4,16.2,140.6,1.11,0.5,402,7004
7.74,40.7,23.4,212.5,2.03,0.7,204,1008
7.96,36.1,17.7,148.8,0.87,0.78,402,7004
7.54,38.2,15.7,174.7,1.34,0.56,301,1010
6.24,109.5,52.5,297.0,2.91,0.17,201,3015
6.91,73.2,61.0,284.4,2.8,0.46,201,3017
7.75,42.5,34.6,206.5,1.7,0.86,202,1001
6.66,29.8,11.5,159.2,1.69,0.5,202,8004
6.55,68.7,24.9,253.4,2.85,0.1,201,6005
7.15,77.7,42.2,216.5,3.21,0.35,202,5004
6.55,73.5,41.0,259.2,3.77,0.42,204,3017
7.56,17.5,22.4,185.0,1.32,0.91,101,7013
6.47,64.7,55.8,281.7,2.58,0.49,204,3002
6.18,69.7,25.0,292.3,3.31,0.11,201,4005
7.61,56.8,46.4,201.0,3.34,0.61,306,2006
7.32,28.2,17.4,175.8,1.65,0.54,204,1003
6.05,51.3,38.5,216.7,3.99,0.1,202,4010
5.91,40.7,33.0,257.5,3.33,0.12,203,4003
7.66,21.8,28.1,132.1,0.91,0.9,101,7010
7.04,23.6,17.0,193.9,1.9,0.95,402,7014
7.45,83.7,41.6,279.0,3.01,0.71,202,2010
6.53,28.5,23.0,206.5,1.43,0.56,204,1005
6.7,30.0,30.0,206.1,1.48,0.85,301,1004
7.67,33.5,21.6,197.0,1.48,0.42,301,1007
6.91,53.5,40.2,249.2,2.6,0.34,202,2007
6.97,47.2,31.9,191.6,1.45,0.74,202,1006
7.34,38.2,22.7,126.9,1.97,0.91,402,7008
7.43,33.2,19.3,132.2,1.41,0.65,202,8004
7.13,74.0,49.9,204.7,3.39,0.53,202,2010
8.21,24.7,28.2,169.3,1.11,0.24,402,7010
6.34,42.4,35.0,237.6,2.72,0.25,202,6003
7.4,83.3,26.8,203.7,2.29,0.65,306,2006
7.74,45.2,27.6,193.9,2.1,0.59,204,1012
7.46,22.1,24.5,138.3,1.2,0.53,402,7013
7.54,36.8,26.0,148.5,0.87,0.69,101,7001
6.77,53.6,20.6,268.7,3.05,0.26,201,6005
7.54,33.7,17.3,195.1,1.09,0.41,402,6002
7.95,69.1,48.6,218.4,2.06,0.35,301,2002
7.85,85.4,37.9,284.6,3.18,0.67,202,2003
6.68,60.4,31.3,245.3,3.74,0.19,203,4009
6.25,61.5,23.8,244.2,3.59,0.37,202,6004
6.11,51.4,21.5,252.9,3.31,0.22,201,6005
7.56,28.0,25.9,195.2,1.05,0.32,101,7006
7.6,46.0,16.1,189.4,1.71,0.65,204,1004
7.53,79.9,39.3,295.9,3.1,0.74,306,2008
7.09,44.1,23.6,246.5,3.91,0.27,202,4011
6.62,50.8,34.0,180.4,2.2,0.21,201,4003
7.16,27.0,14.6,158.1,1.15,0.51,402,7009
8.13,37.4,28.3,138.7,0.96,0.33,101,7013
7.66,23.4,15.4,194.2,1.62,0.5,402,7006
6.48,48.5,38.2,259.8,3.39,0.2,202,6005
8.12,38.1,15.8,143.7,1.35,0.96,402,7009
7.64,50.4,45.8,210.5,2.04,0.35,202,2007
6.49,91.8,52.7,241.4,3.27,0.42,204,3014
7.01,29.5,19.0,147.9,0.96,0.51,101,7012
7.57,50.8,21.1,225.1,2.26,0.52,204,1012
6.43,51.9,30.8,218.7,2.31,0.11,201,6004
6.25,98.2,37.5,342.4,3.75,0.15,204,3009
7.41,61.4,21.9,297.0,2.06,0.14,202,5003
7.09,47.2,20.1,165.1,1.83,0.48,204,1003
6.83,67.1,37.5,203.6,2.76,0.77,202,2008
6.5,88.2,50.4,277.6,1.55,0.49,201,3005
7.63,82.2,44.9,205.6,2.53,0.51,202,2009
5.73,57.4,42.8,254.8,3.68,0.3,201,5004
5.86,57.6,24.1,241.2,2.1,0.11,202,4004
7.42,28.3,23.3,197.8,1.75,0.68,204,1006
5.83,41.6,37.6,288.3,2.31,0.16,203,4009
7.09,25.0,27.3,162.9,1.79,0.85,101,7009
6.86,22.5,11.3,127.5,1.69,0.9,202,8002
6.94,69.1,53.3,379.2,3.74,0.35,204,3007
8.01,31.3,10.2,163.5,1.55,0.48,101,7011
7.14,75.9,53.3,352.2,4.35,0.49,102,3004
7.01,84.7,31.5,306.9,2.3,0.27,306,2007
7.4,75.7,26.1,246.0,2.68,0.27,202,4005
7.09,27.4,11.8,173.1,1.34,0.96,101,7003
7.25,66.7,39.7,187.7,3.73,0.13,202,5002
7.09,18.5,13.0,199.3,1.71,0.68,402,7008
7.43,16.1,24.7,186.3,1.93,0.76,402,7008
7.13,51.5,43.3,262.3,3.78,0.39,201,4002
8.26,31.4,12.5,152.6,0.98,0.96,402,7013
7.51,30.7,28.2,143.1,1.03,0.92,402,7012
7.05,40.4,34.8,201.8,1.73,0.5,202,1006
6.84,50.6,40.4,281.4,2.35,0.29,201,4004
7.42,82.5,25.1,268.7,3.47,0.31,202,2004
6.06,101.2,41.8,297.1,2.51,0.18,204,3002
7.22,21.6,29.8,172.8,1.68,0.75,202,8001
7.45,77.5,38.6,240.1,2.75,0.77,306,2006
7.0,82.8,63.7,347.8,3.9,0.44,201,3010
8.14,18.8,14.6,165.5,1.08,0.59,101,7010
7.03,89.7,39.2,333.0,3.05,0.36,102,3012
6.85,90.2,53.4,376.4,3.48,0.43,102,3017
5.55,77.7,44.0,293.2,3.46,0.23,202,4010
6.53,77.2,59.3,276.8,2.82,0.28,102,3016
7.65,26.6,20.6,199.6,1.25,0.74,204,1005
7.51,38.3,18.7,162.0,1.2,0.79,402,7013
6.93,39.9,20.7,141.3,1.47,0.33,202,8001
7.71,44.4,23.1,226.0,2.01,0.55,301,1008
6.62,74.2,24.3,264.6,3.02,0.32,201,5004
7.71,35.5,15.4,187.0,0.88,0.38,402,7008
7.06,105.4,53.7,311.4,2.59,0.35,204,3016
7.48,26.4,24.6,196.8,1.83,0.62,101,7012
6.77,100.9,55.7,256.9,2.99,0.37,201,3011
6.09,40.6,30.3,256.8,2.95,0.27,201,4008
6.82,26.0,29.1,176.2,0.84,0.75,202,8004
6.33,77.2,60.2,311.2,4.27,0.49,201,3006
6.84,67.5,40.9,376.7,2.83,0.33,102,3007
7.07,37.1,21.7,164.7,1.5,1.11,202,1002
7.14,70.8,45.5,249.8,3.15,0.32,201,3018
7.97,39.1,15.9,179.8,1.61,0.78,402,6002
6.23,86.9,44.9,285.7,2.56,0.25,204,3001
6.53,39.1,23.2,226.6,2.06,0.81,204,1011
6.72,63.3,58.0,317.3,2.78,0.35,204,3008
7.01,52.3,31.6,167.4,1.45,0.82,204,1001
6.6,79.4,52.2,364.5,3.06,0.44,102,3007
7.35,48.9,22.5,197.8,1.26,0.81,202,1001
5.71,52.1,42.2,254.7,2.49,0.35,203,4010
7.19,80.8,56.8,345.9,3.37,0.42,201,3013
7.95,38.6,24.5,189.5,1.03,0.48,101,7012
7.61,34.1,28.3,153.5,1.87,0.67,402,7003
6.42,58.8,29.2,234.4,3.75,0.27,201,4005
8.05,33.5,29.0,169.1,1.23,0.3,101,7009
6.34,81.3,39.9,267.3,2.78,0.14,201,3013
7.06,84.3,56.2,299.6,4.44,0.24,204,3003
7.14,34.7,26.6,162.7,1.62,0.54,101,7001
6.89,90.2,46.1,243.6,3.82,0.13,201,3002
6.91,44.9,44.7,217.4,2.37,0.27,201,4011
7.65,62.6,39.9,257.8,2.36,0.58,306,2002
7.66,50.4,24.2,181.6,1.46,0.54,204,1009
7.43,39.2,13.8,132.9,1.17,0.26,202,8001
7.92,34.3,19.8,188.3,0.93,0.64,101,7005
6.93,36.5,25.7,160.8,1.87,0.38,202,8001
7.17,65.1,41.0,370.9,4.48,0.24,201,3008
7.24,34.5,32.0,217.8,1.42,0.45,301,1008
6.7,109.4,58.2,267.4,3.46,0.13,102,3015
6.36,100.3,41.2,379.4,3.02,0.13,201,3010
6.18,76.5,59.5,307.6,3.47,0.5,102,3001
6.14,90.5,37.2,301.7,3.66,0.33,102,3003
7.79,18.0,17.8,137.6,0.99,0.51,402,7013
6.27,61.1,29.8,215.2,2.48,0.33,202,6004
6.94,25.5,22.1,180.1,1.7,0.31,204,1011
7.09,50.7,49.9,213.4,3.48,0.61,202,2009
6.58,75.5,61.0,302.6,4.06,0.31,102,3013
7.48,84.5,33.8,242.2,2.06,0.21,202,2001
5.61,54.0,25.7,227.3,3.83,0.15,203,4010
6.25,77.7,40.0,296.5,2.48,0.15,203,4014
7.49,19.5,21.0,145.5,1.52,0.68,402,7007
6.49,94.4,62.6,292.4,3.87,0.48,204,3009
7.33,71.0,46.0,281.3,2.7,0.45,306,2009
7.3,21.4,17.5,181.1,1.93,0.56,101,7014
6.36,71.9,51.7,314.4,3.66,0.45,102,3009
5.57,66.9,29.0,253.7,3.45,0.3,203,4014
6.53,41.9,23.2,237.0,3.44,0.18,203,5002
7.03,37.3,14.7,163.1,1.1,0.3,101,7006
6.13,94.8,54.4,242.6,3.65,0.49,204,3002
6.27,109.5,48.3,284.6,2.74,0.2,102,3014
5.65,68.7,24.7,282.4,3.67,0.26,201,4012
6.72,67.8,37.5,262.2,2.95,0.11,201,6003
7.14,22.1,25.0,148.5,1.74,0.65,402,7004
7.02,54.4,20.1,221.1,1.59,0.94,202,1003
8.29,31.0,20.3,159.5,1.59,0.61,402,7012
6.03,71.5,43.9,235.6,2.22,0.24,201,5004
5.76,61.7,21.1,217.1,2.41,0.12,201,4009
6.45,44.4,21.1,274.6,3.4,0.18,201,6005
6.52,91.8,57.8,361.9,1.74,0.36,102,3005
6.14,80.2,57.6,242.8,2.87,0.46,102,3001
6.89,89.7,38.0,283.0,4.18,0.44,102,3010
7.39,64.4,32.8,253.6,3.64,0.12,201,4011
6.49,61.0,23.1,288.1,2.85,0.27,203,4012
5.07,56.9,34.4,254.1,3.31,0.17,203,4016
7.21,16.2,23.4,125.8,1.52,0.49,101,7008
7.7,25.0,30.4,202.2,1.85,0.35,202,1004
6.01,67.5,28.9,231.3,3.85,0.12,202,4003
7.04,99.0,53.2,328.9,3.36,0.34,102,3011
8.03,25.1,21.9,196.2,1.47,0.83,101,7003
7.01,20.3,29.4,130.8,1.78,0.46,202,8002
6.0,61.1,53.6,378.7,1.9,0.36,201,3005
7.95,23.8,27.2,183.2,1.18,0.86,101,7001
7.34,28.4,24.2,141.1,0.98,0.29,402,7003
7.37,47.2,43.1,230.6,2.16,0.28,201,4013
7.85,28.3,10.5,189.7,1.69,0.87,101,7012
7.0,68.8,40.5,248.4,3.98,0.18,201,5004
7.09,82.4,43.1,246.0,4.38,0.18,102,3007
4.68,67.9,36.0,252.7,3.35,0.4,203,4016
6.32,40.8,24.8,246.5,2.99,0.24,201,6003
6.01,53.6,35.1,295.0,2.6,0.18,201,4015
7.58,54.4,21.5,172.0,1.89,0.35,202,1002
6.54,36.5,24.8,213.3,1.6,0.78,301,1007
6.63,15.5,17.2,195.7,1.04,0.28,202,8004
6.9,93.4,37.7,359.8,4.14,0.26,102,3013
6.68,53.0,39.3,264.8,2.93,0.21,202,6001
7.46,38.4,17.7,201.1,2.22,0.41,202,1001
7.06,16.9,29.4,134.5,1.6,0.82,101,7009
7.79,55.1,39.5,204.2,2.46,0.34,301,2008
7.51,62.3,39.7,278.5,2.3,0.71,306,2008
6.03,73.3,60.2,313.0,2.29,0.4,204,3005
6.73,53.7,40.4,219.2,3.27,0.16,203,4006
4.61,73.3,21.3,262.7,2.26,0.3,203,4016
7.41,85.5,25.5,219.3,2.85,0.63,306,2011
6.28,91.5,62.4,252.7,3.81,0.38,201,3009
6.09,104.2,35.6,280.2,3.22,0.21,204,3001
7.95,34.9,24.1,173.6,1.23,0.69,101,7003
6.97,63.3,20.9,230.3,3.75,0.26,202,6005
6.85,48.4,20.4,181.0,3.3,0.17,201,5002
7.74,27.1,23.2,218.8,1.56,0.56,402,6002
7.11,73.2,29.1,317.2,3.05,0.74,301,2006
6.88,27.7,18.2,230.1,2.03,1.11,301,1012
6.68,29.6,29.5,235.2,1.81,0.35,301,1008
6.84,34.9,27.7,185.4,0.82,0.65,202,8002
7.65,22.3,23.4,199.1,1.91,0.45,402,7012
7.9,20.8,19.9,158.1,1.11,0.83,402,7007
6.57,31.4,23.4,191.5,2.3,0.41,301,1012
7.36,20.2,22.3,189.9,1.3,0.39,202,8002
6.37,99.2,35.1,277.6,4.36,0.16,204,3014
6.78,49.5,22.5,168.0,2.23,0.3,202,1011
7.93,33.9,26.1,156.7,1.48,0.34,101,7002
8.07,31.3,11.4,172.3,1.85,0.84,101,7012
8.03,26.6,25.3,147.6,1.94,0.99,402,7012
7.81,29.5,24.5,199.4,1.96,0.22,101,7004
7.12,61.4,47.5,210.7,3.01,0.39,301,2011
6.71,43.7,27.0,175.6,1.2,0.42,202,1005
6.26,76.9,55.4,340.1,4.05,0.4,204,3014
6.95,35.8,13.6,172.5,1.79,0.41,202,8004
7.53,25.6,30.1,180.8,2.23,0.74,301,1012
7.71,27.9,16.5,176.6,1.71,1.17,202,1011
7.25,46.7,28.0,199.9,1.56,0.44,202,1004
7.67,33.9,21.4,149.5,1.01,0.41,101,7012
7.04,34.4,26.1,152.1,1.75,0.68,202,8003
7.49,34.9,21.3,227.5,1.35,1.18,202,1009
7.33,79.2,30.4,296.6,2.67,0.56,306,2009
6.03,104.9,44.1,329.7,2.75,0.34,102,3002
7.47,33.5,30.0,191.7,1.7,0.73,204,1012
8.28,37.8,28.2,192.2,1.77,0.29,402,7011
5.69,60.6,44.5,281.0,3.02,0.33,203,4014
7.6,34.9,13.1,131.8,1.61,0.85,101,7002
7.15,33.4,32.0,170.9,1.9,0.59,202,1003
7.8,31.0,26.0,181.5,1.04,0.89,402,7002
7.73,63.6,30.4,207.3,2.84,0.24,202,2007
6.22,79.6,44.7,287.6,3.71,0.26,203,5004
7.7,16.0,29.4,127.7,1.85,0.42,402,7012
7.1,93.6,53.4,318.3,3.95,0.35,201,3002
7.12,73.0,32.2,298.7,2.47,0.58,301,2006
7.28,35.1,32.6,214.2,1.49,0.46,301,1007
7.97,66.9,41.4,282.7,2.83,0.57,306,2002
8.25,22.1,16.9,128.0,1.38,0.94,402,7004
6.35,82.3,59.5,371.4,3.75,0.39,201,3004
7.65,35.1,25.2,183.4,1.94,0.61,101,7013
6.4,71.2,46.0,326.1,2.18,0.45,204,3005
7.79,38.4,16.3,197.4,1.71,0.99,402,7006
6.86,77.3,44.3,208.5,2.56,0.17,203,5002
6.64,98.4,58.6,252.2,2.85,0.48,102,3018
6.99,102.5,41.6,305.7,4.42,0.19,102,3001
7.05,108.2,62.5,257.8,2.81,0.13,201,3010
6.75,22.8,18.5,143.2,0.98,0.69,202,8001
7.59,59.7,26.5,302.7,2.24,0.3,301,2004
6.07,95.5,37.4,258.3,2.58,0.17,102,3007
6.73,57.7,40.4,297.3,3.15,0.28,201,4008
6.81,101.1,61.2,329.2,3.24,0.32,204,3008
6.89,53.0,29.1,234.8,2.99,0.38,202,6005
6.02,47.6,32.3,242.9,3.29,0.33,202,6005
7.9,33.3,18.3,170.2,1.35,0.92,101,7001
7.03,16.7,22.0,133.9,1.98,0.26,402,7003
8.25,39.4,25.5,134.3,1.38,0.68,402,7011
6.49,47.5,34.4,260.7,3.28,0.31,201,6003
7.79,51.8,34.3,163.6,1.93,0.37,202,1009
6.05,65.4,28.6,220.5,2.49,0.12,201,5003
7.16,55.6,42.0,225.2,2.07,0.34,301,2011
7.02,100.4,39.3,328.4,4.3,0.23,204,3014
8.11,22.7,12.0,185.1,1.55,0.59,101,7001
6.67,50.0,23.2,204.6,3.19,0.19,201,4013
6.63,69.4,36.8,258.1,3.14,0.3,203,5001
7.29,55.2,38.1,234.3,2.9,0.14,201,4011
7.74,22.7,19.1,153.3,1.45,0.47,402,6002
6.76,33.0,18.5,174.7,1.82,0.83,204,1007
7.58,81.0,40.4,280.1,3.03,0.33,301,2011
6.93,26.6,17.0,174.0,1.99,0.65,204,1010
7.26,29.3,20.8,143.9,1.81,0.92,101,7003
7.31,65.1,31.9,258.6,2.57,0.32,203,4004
7.19,18.0,13.9,128.2,0.93,0.66,101,7010
7.63,59.6,48.2,292.1,2.98,0.34,301,2009
7.62,76.7,38.3,297.2,2.71,0.55,306,2011
8.28,32.3,16.2,191.3,1.41,0.43,402,7003
7.17,28.0,27.8,142.0,1.1,0.46,101,7006
7.1,64.6,44.2,260.5,2.25,0.13,201,4015
7.43,28.4,17.9,135.9,0.86,0.75,202,8002
5.8,66.4,44.2,192.1,2.5,0.24,203,4015
6.88,62.6,35.8,286.8,2.9,0.3,204,3003
6.52,98.3,45.9,314.0,3.95,0.1,201,3017
7.34,35.9,17.7,178.4,1.26,0.36,202,1003
6.15,42.3,44.0,191.4,2.66,0.4,202,4003
7.45,31.1,24.9,194.1,1.54,0.6,402,7013
6.55,76.4,41.5,338.7,4.09,0.39,102,3010
7.31,21.3,23.0,125.5,1.31,0.4,402,7009
6.59,65.0,27.0,205.2,3.51,0.3,202,4001
7.09,55.2,42.2,239.1,2.47,0.31,202,4013
7.85,58.4,34.4,283.3,3.23,0.43,301,2005
7.13,40.1,35.5,296.8,3.69,0.3,202,4015
7.07,90.5,60.6,306.1,2.89,0.2,204,3006
6.64,66.6,35.6,367.8,2.72,0.27,201,3004
7.06,37.5,13.5,168.8,1.47,0.62,202,8001
6.5,101.1,41.6,278.4,3.94,0.24,204,3002
7.23,57.0,43.3,271.2,2.63,0.32,202,5003
6.33,54.3,29.2,221.0,2.69,0.34,202,6004
8.18,23.6,25.3,185.7,1.19,0.39,402,7005
6.8,53.1,29.2,248.3,3.04,0.4,201,6005
6.54,61.4,20.2,195.6,2.92,0.16,203,4004
7.77,42.8,31.0,215.1,1.7,1.14,204,1007
7.32,81.0,32.5,222.0,3.41,0.4,301,2008
7.44,62.6,44.2,275.2,2.2,0.62,301,2002
7.64,34.9,24.9,172.0,1.74,0.27,402,6002
7.07,74.3,59.2,316.6,3.81,0.49,201,3004
6.59,73.6,32.3,292.5,3.89,0.1,202,4014
6.07,50.1,25.6,213.8,3.08,0.36,201,6003
6.43,76.7,45.7,366.0,3.39,0.49,201,3007
6.59,23.7,13.3,181.2,1.13,0.24,202,8001
7.06,31.7,26.0,196.6,2.07,0.79,204,1012
7.46,23.6,27.7,177.8,1.55,0.35,202,8003
7.31,74.6,27.1,244.2,2.62,0.36,203,4001
7.18,47.1,29.5,222.9,3.59,0.25,201,4014
7.07,67.9,56.9,317.4,1.89,0.42,201,3005
7.2,16.3,28.6,172.4,1.68,0.89,202,8001
5.61,69.0,29.1,276.4,3.09,0.17,201,4011
7.11,105.9,52.7,374.9,3.58,0.31,201,3004
6.95,66.2,44.7,337.9,3.13,0.23,102,3003
7.53,44.2,27.9,183.2,2.28,0.34,301,1007
6.77,33.0,15.0,157.9,0.85,0.67,202,8002
7.89,20.0,11.5,191.6,0.92,0.77,101,7007
6.3,57.9,20.6,183.8,2.44,0.13,202,4009
6.84,51.4,40.1,194.5,2.15,0.26,203,4013
6.94,75.9,64.1,264.5,3.14,0.15,102,3006
6.81,86.1,55.0,347.1,4.35,0.32,102,3006
7.9,56.4,41.2,215.1,2.96,0.29,202,2006
6.38,85.9,63.7,342.3,2.94,0.22,102,3014
7.42,54.8,48.6,201.5,2.96,0.44,306,2001
7.04,50.3,40.8,283.9,3.59,0.19,203,5004
7.44,41.0,28.8,185.1,2.09,0.71,301,1012
5.61,42.3,24.7,219.6,2.72,0.16,201,5004
7.56,36.9,13.0,174.2,1.0,0.48,402,7003
7.53,37.5,13.7,169.4,1.95,0.43,101,7010
7.22,16.3,29.8,162.9,1.07,0.94,402,7006
8.27,40.0,15.9,185.5,1.54,0.35,402,6002
6.7,41.4,26.0,203.4,3.8,0.21,201,4013
6.47,68.9,56.8,319.0,1.89,0.16,204,3005
7.21,66.9,26.3,227.8,2.54,0.38,306,2009
6.71,26.7,23.9,182.3,1.04,0.63,202,8002
7.12,20.2,26.3,127.2,1.48,0.93,202,8002
7.52,37.8,24.4,145.6,1.67,0.34,402,7013
7.0,101.5,59.6,322.2,3.08,0.11,201,3011
7.95,30.7,14.5,175.6,1.98,0.45,101,7014
6.57,63.2,64.2,293.2,3.98,0.15,102,3006
6.33,81.5,42.0,264.8,2.7,0.47,201,3010
6.52,17.7,25.7,120.7,1.11,0.35,202,8002
6.97,70.5,43.3,316.3,2.4,0.23,301,2003
6.68,40.8,38.3,234.9,3.78,0.19,202,6001
7.03,62.6,40.4,264.9,2.89,0.34,204,3013
7.07,16.2,27.7,187.1,1.24,0.94,402,7011
7.12,32.9,20.7,183.8,1.52,0.23,402,7009
7.48,31.3,26.3,217.0,2.27,0.92,202,1001
6.8,64.8,55.4,365.3,4.39,0.35,204,3001
7.1,39.6,26.8,189.9,0.96,0.21,101,7006
6.16,57.8,24.8,259.5,3.84,0.13,202,4008
7.66,15.6,25.5,154.6,1.05,0.59,402,7010
7.22,61.2,45.9,252.7,2.08,0.58,306,2008
6.83,95.6,58.8,281.8,3.14,0.2,102,3017
7.97,86.5,38.6,219.8,2.23,0.56,306,2006
7.2,34.5,12.6,168.5,1.71,0.68,202,8004
7.67,84.3,42.6,306.6,3.28,0.4,301,2006
5.87,68.7,23.4,261.9,3.07,0.19,203,4003
7.77,42.2,20.2,214.2,1.53,1.02,204,1012
7.35,44.9,30.9,220.6,2.21,1.17,301,1002
6.78,36.4,32.7,202.4,2.21,0.64,204,1011
7.9,84.4,41.2,227.3,2.12,0.35,202,2008
6.08,102.8,45.8,279.9,4.31,0.4,201,3003
4.99,45.9,43.5,186.7,2.08,0.34,202,4016
5.69,52.7,41.5,291.3,2.26,0.24,203,5001
6.56,108.4,62.3,369.0,4.31,0.14,102,3010
4.65,47.1,43.3,243.5,2.42,0.21,202,4016
6.88,100.4,50.5,254.0,4.48,0.21,204,3007
