pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
6.94,1.35,0.8,204,1001,506.5,12.7,0,0,257
6.74,2.05,0.12,202,5004,785.5,21.6,1,1,3331
8.14,1.18,0.74,402,7013,350.4,12.5,1,1,186
7.05,1.8,0.63,204,1003,404.0,12.2,0,1,294
7.31,3.73,0.22,203,4011,659.2,14.7,1,1,3428
6.94,3.82,0.13,202,4008,808.5,12.3,1,1,3396
6.35,3.94,0.16,203,5003,632.7,19.9,0,0,3041
7.92,0.96,0.4,402,7014,377.4,14.4,1,1,175
7.79,1.08,0.2,101,7009,308.1,14.7,1,1,192
7.52,0.99,0.61,101,7012,384.1,14.5,0,1,174
5.97,3.82,0.22,203,4015,862.9,13.9,0,1,3501
6.71,2.48,0.17,201,5001,787.7,21.8,0,1,3552
7.42,1.44,0.83,202,1006,447.3,11.9,0,1,299
7.44,0.82,0.28,402,7011,408.9,15.5,1,1,169
7.52,1.31,0.46,101,7006,386.1,11.2,1,1,184
6.59,2.77,0.1,204,3013,375.7,18.9,1,1,1982
7.15,2.96,0.77,202,2008,403.2,18.0,1,1,5227
6.49,3.5,0.26,202,6003,908.6,14.3,1,1,365
7.01,2.66,0.38,201,3008,352.8,21.3,1,0,1683
6.93,1.41,1.01,202,1005,367.4,10.1,1,1,632
6.96,3.12,0.74,301,2010,462.0,21.5,1,1,5498
5.0,3.19,0.25,202,4016,1776.8,14.7,1,1,3672
7.61,2.88,0.52,202,2007,475.3,18.8,0,0,4861
6.71,2.06,0.56,204,1003,319.3,12.8,0,1,310
5.84,3.58,0.21,201,5001,677.1,22.6,1,1,3753
6.55,2.7,0.25,201,3008,371.6,26.0,1,1,2110
7.09,3.31,0.33,102,3016,355.4,19.2,1,1,2026
6.57,3.86,0.35,201,4015,758.4,13.0,1,1,3787
6.98,2.86,0.4,201,4004,697.0,12.3,0,1,3501
7.18,1.12,0.77,202,8002,290.7,10.2,0,1,938
7.29,2.19,1.05,202,1009,385.8,11.1,0,1,319
8.27,1.27,0.48,101,7003,446.3,10.1,1,1,183
7.45,1.46,0.64,402,7010,256.1,13.8,1,1,183
7.62,1.59,0.36,301,1004,434.5,12.8,0,1,324
7.91,2.26,0.34,306,2004,667.9,21.4,1,0,4900
6.76,3.73,0.39,201,4006,812.1,13.5,1,1,3429
6.56,3.55,0.39,202,5003,590.3,19.9,0,1,3503
7.14,2.41,0.12,201,4012,530.9,14.3,1,1,3426
6.01,3.14,0.31,202,4005,894.6,13.5,0,1,3383
7.21,2.11,0.61,202,1008,330.3,13.8,1,1,699
7.52,1.26,0.99,301,1011,534.8,12.2,1,1,595
6.46,4.19,0.17,102,3008,468.1,23.5,1,1,2195
7.5,1.72,0.79,301,1005,533.4,10.8,0,1,303
7.47,2.32,0.67,306,2010,529.6,18.7,1,1,5168
6.56,3.88,0.37,202,5001,633.8,20.9,1,1,3428
5.61,3.27,0.35,203,4012,615.9,15.7,1,1,3386
7.48,1.03,0.44,402,7011,360.8,12.4,0,0,148
6.35,2.57,0.27,201,4011,855.1,14.2,1,1,3203
6.72,1.57,0.6,202,1006,311.4,11.1,0,1,289
7.62,1.99,0.62,204,1004,469.3,11.2,0,1,318
6.52,2.58,0.41,201,3010,396.0,20.6,1,1,1965
7.03,3.44,0.4,102,3010,418.8,23.5,1,1,2173
7.09,0.85,0.42,402,7013,342.3,14.7,0,1,174
6.96,3.25,0.19,203,4004,629.4,13.5,1,1,3478
7.07,1.18,0.39,402,7011,436.0,12.7,0,1,190
7.99,3.29,0.78,301,2008,648.3,15.0,1,0,4514
8.19,1.51,0.82,402,7012,434.9,11.3,0,1,170
5.86,3.87,0.22,203,4003,659.7,15.8,0,1,3376
7.61,1.49,0.24,402,6002,247.2,19.7,0,1,140
7.19,2.28,0.81,202,1009,525.5,12.8,0,1,294
6.95,3.06,0.33,204,3009,317.5,18.7,1,0,1937
7.09,3.15,0.13,204,3006,343.0,18.1,1,1,5524
8.18,1.86,0.28,101,7004,326.8,10.3,1,1,201
7.93,0.95,0.74,101,7011,262.4,11.4,0,1,173
7.18,3.11,0.71,202,2011,475.8,18.1,1,1,5467
8.1,1.2,0.39,402,7009,415.5,13.9,0,1,178
7.81,1.75,0.71,101,7008,336.7,10.7,0,1,170
7.16,1.65,0.33,301,1012,327.3,12.4,1,1,732
7.03,3.99,0.32,203,5004,637.0,19.8,1,1,3758
6.67,3.25,0.15,202,4004,515.5,13.4,0,1,3459
6.4,2.27,0.34,203,4015,751.2,12.8,1,1,3442
7.03,3.67,0.38,201,4009,697.6,15.8,0,1,3284
7.26,1.97,0.98,402,7009,435.8,10.6,0,0,159
7.56,1.73,1.03,202,1006,431.0,10.6,0,1,305
7.24,1.6,0.82,402,7014,444.4,13.6,0,1,175
7.64,2.84,0.6,202,2009,423.8,20.9,1,1,5258
7.07,1.59,1.15,202,1002,525.2,12.5,0,1,298
6.78,3.86,0.19,203,5001,741.2,19.7,0,1,3581
6.57,1.16,0.73,202,8002,400.6,14.0,1,1,926
6.91,2.89,0.24,306,2004,450.1,19.2,1,1,5343
7.1,2.01,0.63,202,2006,660.8,16.7,1,1,5012
6.57,4.46,0.14,201,3016,452.4,21.4,1,0,1944
7.02,2.14,0.23,301,2005,515.5,21.0,1,1,5162
7.55,2.54,0.24,202,2006,642.3,15.1,1,1,5091
6.94,2.84,0.22,301,2006,632.8,20.2,1,1,5601
6.03,2.96,0.26,204,3002,288.6,18.0,1,1,1993
6.76,2.22,0.8,301,1011,340.3,10.4,0,1,291
6.7,3.48,0.31,201,6005,735.4,12.0,0,1,339
6.69,3.88,0.2,201,4010,787.8,15.7,1,1,3735
6.08,2.28,0.11,202,4011,662.0,13.0,1,1,3367
7.81,3.19,0.55,202,2005,421.3,16.8,0,1,5742
6.28,2.68,0.39,202,4009,754.5,15.4,1,1,3240
8.33,1.21,0.26,402,6002,344.6,22.4,0,1,155
7.07,3.71,0.14,204,3013,250.2,19.9,1,1,2210
7.25,1.85,0.25,202,8004,336.2,10.4,0,1,1009
6.97,1.89,0.27,202,8004,335.2,12.4,1,1,1037
7.24,3.85,0.3,203,4007,855.5,14.8,1,1,3717
6.89,1.21,0.9,202,8001,428.6,13.7,0,1,906
7.04,3.36,0.36,306,2001,554.6,17.2,1,1,400
6.98,2.57,0.39,201,3004,261.2,18.5,1,1,5070
6.6,2.32,0.36,201,3005,280.1,20.9,1,1,5386
7.18,1.4,0.9,402,7001,256.4,14.8,0,1,187
7.05,1.49,0.99,402,7004,436.3,11.3,0,1,177
5.1,3.48,0.31,203,4016,1282.1,15.7,0,1,3335
6.85,3.83,0.19,204,3014,497.3,18.1,1,1,2104
6.08,3.15,0.27,202,4015,849.8,14.3,1,1,3580
6.12,2.92,0.14,203,5002,638.9,22.6,0,1,3636
7.03,1.71,0.33,204,1005,493.9,13.8,0,1,319
7.62,2.16,0.65,306,2006,409.0,19.2,1,0,4243
7.47,1.16,0.65,202,8002,448.8,11.3,0,1,943
6.27,2.24,0.24,202,6003,823.4,14.2,1,1,313
8.29,1.47,0.59,101,7001,251.4,15.7,0,1,170
6.25,2.23,0.1,203,4012,602.2,14.2,1,1,3286
6.44,3.89,0.27,102,3003,384.1,21.2,1,1,2293
6.57,3.91,0.31,202,4003,784.3,13.0,1,0,3202
6.72,2.08,0.75,301,1010,486.8,11.7,0,1,331
6.55,3.25,0.44,102,3011,417.8,25.7,1,1,1965
6.87,4.03,0.2,204,3003,403.2,24.5,1,1,2191
6.31,3.63,0.13,201,6001,1057.7,11.3,0,0,330
7.92,1.53,0.59,402,7014,292.7,12.7,1,1,183
7.26,2.7,0.78,306,2009,550.3,19.4,1,1,4879
6.73,3.87,0.44,102,3011,430.5,25.2,1,1,2081
8.28,1.55,0.45,402,7008,255.6,10.8,0,1,173
6.28,4.37,0.38,204,3003,299.8,25.1,1,1,2042
7.2,4.18,0.27,204,3009,444.8,20.5,1,1,2122
6.63,3.72,0.31,201,6005,1082.5,13.0,1,1,362
5.3,2.71,0.17,201,4016,1257.8,13.2,0,1,3466
7.02,2.25,0.58,301,2006,553.4,17.7,1,0,4201
7.02,2.57,0.27,204,3016,394.5,23.0,1,1,2019
6.31,3.08,0.31,204,3014,461.1,25.4,1,1,2149
6.61,3.65,0.18,102,3016,455.8,18.4,1,0,1909
6.05,2.31,0.13,201,6005,716.7,12.1,0,0,311
7.59,2.05,0.28,202,2003,609.2,17.0,1,1,5385
7.26,2.77,0.13,202,5001,885.8,21.2,1,1,3209
6.83,2.32,0.42,306,2005,685.2,18.0,0,1,5512
6.67,3.75,0.2,203,4005,710.8,15.6,1,1,3360
7.68,1.37,0.49,301,1005,490.5,12.3,0,1,304
6.92,3.27,0.36,306,2008,476.7,16.8,1,1,5296
7.19,1.12,0.98,202,8001,410.2,12.5,0,1,898
7.24,3.13,0.32,202,4012,704.3,12.2,1,1,3396
6.76,4.05,0.31,102,3003,401.1,19.3,1,1,2226
7.62,2.17,1.13,202,1004,537.8,12.4,1,0,602
7.03,2.93,0.28,202,4012,656.1,15.3,1,1,3366
7.8,2.08,0.55,301,1009,471.1,13.8,0,1,303
5.83,2.68,0.17,202,4011,779.1,13.2,0,1,3558
6.99,4.01,0.4,204,3017,307.2,26.0,1,1,2164
6.28,4.13,0.26,204,3013,344.1,19.7,1,0,1871
7.17,3.0,0.14,204,3008,372.5,19.5,1,1,2135
7.49,2.59,0.16,202,4013,800.0,14.5,0,1,3519
7.96,1.87,0.79,101,7004,371.4,11.3,0,1,173
7.99,1.42,0.9,101,7009,410.9,10.9,0,1,183
6.47,3.13,0.1,102,3016,409.0,20.7,1,1,1960
6.51,2.59,0.2,201,6001,889.6,13.7,1,1,330
7.01,1.23,0.98,101,7002,361.9,15.4,0,1,168
7.33,1.4,1.05,204,1002,516.8,13.2,1,1,626
7.06,3.46,0.13,204,3003,386.3,22.3,1,1,2086
7.19,2.95,0.36,202,2002,610.8,20.4,1,1,5286
6.55,3.65,0.21,204,3004,270.1,25.9,1,1,5392
7.25,1.42,0.56,402,7009,270.4,14.1,0,0,164
7.19,4.27,0.1,201,3007,297.7,21.5,1,1,6082
7.28,2.09,0.13,203,4003,654.6,14.8,1,1,3257
6.64,1.52,1.02,202,1003,520.0,13.1,1,1,636
6.89,2.76,0.47,204,3001,371.6,20.1,1,1,5493
6.22,3.97,0.47,201,3006,351.2,18.1,1,1,5309
7.94,1.72,0.51,402,7009,408.8,13.8,1,1,173
7.43,1.45,0.27,202,8004,279.3,15.3,0,1,951
6.84,3.43,0.54,301,2011,647.9,18.3,1,1,5475
6.76,2.75,0.37,102,3004,284.3,25.2,1,1,5315
6.4,3.99,0.14,202,4013,513.7,13.7,0,1,3795
6.84,2.27,0.29,202,6004,978.6,11.9,1,0,295
7.3,1.43,0.83,202,1005,479.1,10.1,0,1,309
7.57,2.97,0.61,202,2009,622.5,15.8,1,1,5535
6.09,3.15,0.37,204,3004,490.6,19.7,1,1,5249
7.24,3.58,0.25,203,4012,545.8,12.6,0,1,3301
6.28,3.28,0.18,203,4003,810.7,15.4,1,1,3317
6.65,3.43,0.39,202,4002,600.7,15.1,1,1,3536
6.06,3.59,0.21,201,3002,449.8,22.4,1,1,2180
6.02,3.19,0.16,102,3010,316.6,23.2,1,1,2086
7.8,1.01,0.77,402,6002,287.3,23.7,0,0,127
7.4,1.11,0.5,402,7004,319.9,15.4,0,1,169
7.74,2.03,0.7,204,1008,532.1,10.8,1,1,700
7.96,0.87,0.78,402,7004,279.5,10.6,0,1,162
7.54,1.34,0.56,301,1010,356.0,11.9,1,1,661
6.24,2.91,0.17,201,3015,311.1,23.1,1,0,1794
6.91,2.8,0.46,201,3017,260.8,20.7,1,1,2123
7.75,1.7,0.86,202,1001,528.4,12.4,0,1,319
6.66,1.69,0.5,202,8004,343.0,14.3,0,1,956
6.55,2.85,0.1,201,6005,812.9,14.8,0,1,329
7.15,3.21,0.35,202,5004,859.4,18.6,1,0,3004
6.55,3.77,0.42,204,3017,332.2,25.8,1,1,2247
7.56,1.32,0.91,101,7013,344.4,12.4,0,1,173
6.47,2.58,0.49,204,3002,490.4,24.0,1,1,2052
6.18,3.31,0.11,201,4005,797.6,15.9,0,1,3501
7.61,3.34,0.61,306,2006,486.0,18.2,1,1,5132
7.32,1.65,0.54,204,1003,430.4,11.6,0,1,287
6.05,3.99,0.1,202,4010,668.6,14.3,1,0,3311
5.91,3.33,0.12,203,4003,811.5,12.9,1,1,3476
7.66,0.91,0.9,101,7010,340.2,14.3,0,0,154
7.04,1.9,0.95,402,7014,426.4,11.8,1,1,190
7.45,3.01,0.71,202,2010,483.0,17.7,1,1,4966
6.53,1.43,0.56,204,1005,347.3,12.9,1,1,686
6.7,1.48,0.85,301,1004,407.6,10.8,0,0,247
7.67,1.48,0.42,301,1007,512.7,12.6,0,1,300
6.91,2.6,0.34,202,2007,531.2,19.8,1,1,5352
6.97,1.45,0.74,202,1006,347.8,13.6,0,1,317
7.34,1.97,0.91,402,7008,379.7,14.9,0,1,174
7.43,1.41,0.65,202,8004,310.1,15.0,1,1,1011
7.13,3.39,0.53,202,2010,501.6,17.9,1,1,5417
8.21,1.11,0.24,402,7010,291.5,15.5,0,1,177
6.34,2.72,0.25,202,6003,1137.6,13.2,1,1,334
7.4,2.29,0.65,306,2006,548.2,18.8,1,1,5255
7.74,2.1,0.59,204,1012,531.3,11.9,0,0,295
7.46,1.2,0.53,402,7013,429.2,13.0,0,1,183
7.54,0.87,0.69,101,7001,414.6,13.5,0,1,169
6.77,3.05,0.26,201,6005,804.9,14.6,0,0,298
7.54,1.09,0.41,402,6002,298.9,20.8,0,1,142
7.95,2.06,0.35,301,2002,621.1,18.3,1,1,5416
7.85,3.18,0.67,202,2003,590.9,15.7,1,1,5201
6.68,3.74,0.19,203,4009,505.6,14.5,0,1,3719
6.25,3.59,0.37,202,6004,1155.3,11.9,0,1,354
6.11,3.31,0.22,201,6005,1171.9,13.6,0,1,362
7.56,1.05,0.32,101,7006,310.0,10.9,0,1,169
7.6,1.71,0.65,204,1004,361.5,13.1,1,1,675
7.53,3.1,0.74,306,2008,698.3,15.5,1,1,5164
7.09,3.91,0.27,202,4011,613.4,15.1,0,1,3695
6.62,2.2,0.21,201,4003,709.4,13.3,0,1,3397
7.16,1.15,0.51,402,7009,364.2,15.7,0,0,166
8.13,0.96,0.33,101,7013,315.6,14.1,0,1,173
7.66,1.62,0.5,402,7006,428.6,11.4,0,1,188
6.48,3.39,0.2,202,6005,874.8,11.4,0,1,337
8.12,1.35,0.96,402,7009,317.6,13.8,1,1,171
7.64,2.04,0.35,202,2007,518.2,20.6,1,1,5130
6.49,3.27,0.42,204,3014,309.3,25.6,1,1,2116
7.01,0.96,0.51,101,7012,438.2,14.9,0,1,167
7.57,2.26,0.52,204,1012,483.0,10.9,0,1,326
6.43,2.31,0.11,201,6004,731.0,14.6,1,0,295
6.25,3.75,0.15,204,3009,408.2,21.5,1,1,2065
7.41,2.06,0.14,202,5003,501.6,19.7,1,1,3401
7.09,1.83,0.48,204,1003,373.3,10.3,0,1,323
6.83,2.76,0.77,202,2008,657.0,17.0,0,1,5481
6.5,1.55,0.49,201,3005,315.1,22.3,1,0,4101
7.63,2.53,0.51,202,2009,683.1,18.7,0,1,5122
5.73,3.68,0.3,201,5004,843.3,20.5,1,1,3370
5.86,2.1,0.11,202,4004,581.5,15.6,1,1,3287
7.42,1.75,0.68,204,1006,425.6,10.2,0,1,321
5.83,2.31,0.16,203,4009,886.5,13.4,0,1,3331
7.09,1.79,0.85,101,7009,355.5,12.0,0,0,158
6.86,1.69,0.9,202,8002,315.6,12.4,1,1,989
6.94,3.74,0.35,204,3007,447.4,20.8,1,1,5900
8.01,1.55,0.48,101,7011,342.5,12.9,1,1,196
7.14,4.35,0.49,102,3004,348.4,21.9,1,1,5718
7.01,2.3,0.27,306,2007,613.5,20.5,1,1,5252
7.4,2.68,0.27,202,4005,554.2,12.3,1,1,3380
7.09,1.34,0.96,101,7003,363.6,14.0,1,0,160
7.25,3.73,0.13,202,5002,664.7,20.8,1,1,3471
7.09,1.71,0.68,402,7008,275.8,15.3,1,1,188
7.43,1.93,0.76,402,7008,369.8,14.9,0,1,196
7.13,3.78,0.39,201,4002,853.5,15.7,1,1,3592
8.26,0.98,0.96,402,7013,422.4,15.6,0,1,158
7.51,1.03,0.92,402,7012,421.3,13.6,1,1,164
7.05,1.73,0.5,202,1006,445.8,10.2,1,1,701
6.84,2.35,0.29,201,4004,546.7,13.9,1,1,3119
7.42,3.47,0.31,202,2004,427.2,14.9,1,1,5566
6.06,2.51,0.18,204,3002,319.9,24.2,1,1,2018
7.22,1.68,0.75,202,8001,367.6,11.9,0,0,834
7.45,2.75,0.77,306,2006,488.8,15.7,1,1,5022
7.0,3.9,0.44,201,3010,427.6,24.0,1,1,2085
8.14,1.08,0.59,101,7010,321.4,13.7,0,0,147
7.03,3.05,0.36,102,3012,286.9,25.4,1,1,2122
6.85,3.48,0.43,102,3017,350.1,19.8,1,1,1937
5.55,3.46,0.23,202,4010,602.8,13.0,1,0,3196
6.53,2.82,0.28,102,3016,311.5,19.9,1,0,1895
7.65,1.25,0.74,204,1005,427.5,10.3,1,0,553
7.51,1.2,0.79,402,7013,436.5,12.7,0,1,175
6.93,1.47,0.33,202,8001,395.0,13.2,1,1,1012
7.71,2.01,0.55,301,1008,425.1,12.8,1,0,647
6.62,3.02,0.32,201,5004,517.2,19.5,1,1,3633
7.71,0.88,0.38,402,7008,257.5,13.4,0,0,145
7.06,2.59,0.35,204,3016,364.8,25.8,1,1,1912
7.48,1.83,0.62,101,7012,317.0,13.8,0,1,191
6.77,2.99,0.37,201,3011,262.4,21.6,1,1,1940
6.09,2.95,0.27,201,4008,889.4,16.0,1,0,2928
6.82,0.84,0.75,202,8004,283.9,11.5,0,0,839
6.33,4.27,0.49,201,3006,292.8,21.6,1,1,5785
6.84,2.83,0.33,102,3007,452.3,18.1,1,1,5026
7.07,1.5,1.11,202,1002,507.2,12.5,0,1,287
7.14,3.15,0.32,201,3018,333.0,21.6,1,1,2195
7.97,1.61,0.78,402,6002,304.2,19.5,0,1,135
6.23,2.56,0.25,204,3001,320.1,21.3,1,1,5008
6.53,2.06,0.81,204,1011,491.2,11.3,1,1,660
6.72,2.78,0.35,204,3008,429.5,24.4,1,0,1664
7.01,1.45,0.82,204,1001,505.3,10.7,0,1,287
6.6,3.06,0.44,102,3007,374.7,23.7,1,0,4787
7.35,1.26,0.81,202,1001,460.6,13.3,0,1,276
5.71,2.49,0.35,203,4010,509.1,12.1,0,1,3514
7.19,3.37,0.42,201,3013,376.0,22.1,1,1,2033
7.95,1.03,0.48,101,7012,289.9,12.0,0,1,177
7.61,1.87,0.67,402,7003,449.2,16.0,0,1,172
6.42,3.75,0.27,201,4005,701.6,12.1,1,0,3302
8.05,1.23,0.3,101,7009,435.3,10.5,0,1,170
6.34,2.78,0.14,201,3013,386.7,23.2,1,1,2068
7.06,4.44,0.24,204,3003,475.4,19.4,1,1,2128
7.14,1.62,0.54,101,7001,406.3,13.6,1,1,175
6.89,3.82,0.13,201,3002,287.0,20.8,1,1,2141
6.91,2.37,0.27,201,4011,657.3,13.8,0,1,3485
7.65,2.36,0.58,306,2002,602.6,18.4,1,1,5337
7.66,1.46,0.54,204,1009,525.2,13.2,1,1,676
7.43,1.17,0.26,202,8001,392.5,14.9,1,1,964
7.92,0.93,0.64,101,7005,268.6,10.2,0,1,165
6.93,1.87,0.38,202,8001,343.8,13.7,0,0,937
7.17,4.48,0.24,201,3008,275.8,20.3,1,1,2239
7.24,1.42,0.45,301,1008,367.3,12.3,1,1,702
6.7,3.46,0.13,102,3015,399.3,20.0,1,0,1983
6.36,3.02,0.13,201,3010,431.5,21.6,1,1,2129
6.18,3.47,0.5,102,3001,498.9,20.9,1,1,5400
6.14,3.66,0.33,102,3003,368.9,19.0,1,1,2115
7.79,0.99,0.51,402,7013,346.5,12.8,0,1,170
6.27,2.48,0.33,202,6004,734.0,13.2,1,1,348
6.94,1.7,0.31,204,1011,348.0,13.6,1,1,693
7.09,3.48,0.61,202,2009,645.5,18.4,0,1,5350
6.58,4.06,0.31,102,3013,499.8,22.5,1,1,2148
7.48,2.06,0.21,202,2001,590.1,14.9,1,1,395
5.61,3.83,0.15,203,4010,523.4,15.9,1,1,3765
6.25,2.48,0.15,203,4014,532.0,15.6,1,1,3383
7.49,1.52,0.68,402,7007,444.0,11.9,0,1,185
6.49,3.87,0.48,204,3009,338.2,19.9,1,1,2222
7.33,2.7,0.45,306,2009,454.9,16.1,1,1,5549
7.3,1.93,0.56,101,7014,411.2,13.4,0,1,198
6.36,3.66,0.45,102,3009,401.6,23.4,1,1,1990
5.57,3.45,0.3,203,4014,660.6,15.5,0,1,3507
6.53,3.44,0.18,203,5002,514.2,20.4,1,1,3330
7.03,1.1,0.3,101,7006,408.5,15.0,1,0,164
6.13,3.65,0.49,204,3002,290.3,19.9,1,1,1951
6.27,2.74,0.2,102,3014,413.7,23.4,1,1,1902
5.65,3.67,0.26,201,4012,823.6,14.2,0,1,3467
6.72,2.95,0.11,201,6003,821.7,12.2,1,1,330
7.14,1.74,0.65,402,7004,385.3,10.7,0,1,195
7.02,1.59,0.94,202,1003,436.4,10.2,0,1,303
8.29,1.59,0.61,402,7012,281.5,15.3,1,1,194
6.03,2.22,0.24,201,5004,603.8,19.3,1,1,3249
5.76,2.41,0.12,201,4009,626.1,14.2,1,1,3432
6.45,3.4,0.18,201,6005,718.6,12.9,1,1,356
6.52,1.74,0.36,102,3005,400.6,24.9,1,0,4577
6.14,2.87,0.46,102,3001,493.5,23.9,1,1,5683
6.89,4.18,0.44,102,3010,462.6,19.8,1,1,2091
7.39,3.64,0.12,201,4011,669.8,15.5,1,1,3807
6.49,2.85,0.27,203,4012,538.8,15.8,1,1,3398
5.07,3.31,0.17,203,4016,1853.6,13.9,1,1,3386
7.21,1.52,0.49,101,7008,299.8,13.0,0,1,189
7.7,1.85,0.35,202,1004,307.1,11.0,1,1,689
6.01,3.85,0.12,202,4003,746.1,15.2,1,1,3493
7.04,3.36,0.34,102,3011,422.5,24.4,1,1,2085
8.03,1.47,0.83,101,7003,288.3,13.7,0,1,169
7.01,1.78,0.46,202,8002,435.3,11.6,0,1,1065
6.0,1.9,0.36,201,3005,419.9,23.7,1,1,5054
7.95,1.18,0.86,101,7001,287.9,12.7,0,1,170
7.34,0.98,0.29,402,7003,323.9,13.4,0,1,179
7.37,2.16,0.28,201,4013,733.8,15.4,1,0,2810
7.85,1.69,0.87,101,7012,423.2,11.3,0,1,187
7.0,3.98,0.18,201,5004,683.9,21.4,1,1,3725
7.09,4.38,0.18,102,3007,485.7,25.8,1,0,4991
4.68,3.35,0.4,203,4016,1637.5,14.3,1,1,3671
6.32,2.99,0.24,201,6003,814.8,14.1,0,1,357
6.01,2.6,0.18,201,4015,571.5,14.3,0,1,3194
7.58,1.89,0.35,202,1002,381.1,13.3,0,1,332
6.54,1.6,0.78,301,1007,460.4,11.2,1,1,642
6.63,1.04,0.28,202,8004,265.7,14.3,0,1,978
6.9,4.14,0.26,102,3013,358.3,21.8,1,0,1894
6.68,2.93,0.21,202,6001,1027.0,12.1,1,1,332
7.46,2.22,0.41,202,1001,486.0,12.1,0,1,312
7.06,1.6,0.82,101,7009,340.8,14.1,0,1,180
7.79,2.46,0.34,301,2008,580.5,20.1,1,1,5279
7.51,2.3,0.71,306,2008,560.1,16.2,1,1,4882
6.03,2.29,0.4,204,3005,469.5,23.8,1,1,4949
6.73,3.27,0.16,203,4006,644.7,12.1,1,1,3639
4.61,2.26,0.3,203,4016,1962.6,15.1,0,1,3052
7.41,2.85,0.63,306,2011,471.5,21.8,1,1,5343
6.28,3.81,0.38,201,3009,306.5,23.7,1,1,2149
6.09,3.22,0.21,204,3001,274.9,23.2,1,1,5558
7.95,1.23,0.69,101,7003,444.0,11.3,0,1,180
6.97,3.75,0.26,202,6005,979.8,13.9,1,1,333
6.85,3.3,0.17,201,5002,831.5,19.2,0,1,3638
7.74,1.56,0.56,402,6002,384.7,18.3,0,1,138
7.11,3.05,0.74,301,2006,430.2,17.8,1,1,5237
6.88,2.03,1.11,301,1012,426.8,13.4,1,1,630
6.68,1.81,0.35,301,1008,465.3,12.1,1,1,733
6.84,0.82,0.65,202,8002,306.4,16.0,0,1,962
7.65,1.91,0.45,402,7012,327.2,11.4,0,1,200
7.9,1.11,0.83,402,7007,357.1,12.6,0,1,179
6.57,2.3,0.41,301,1012,301.4,10.3,0,1,339
7.36,1.3,0.39,202,8002,332.2,10.6,1,1,1034
6.37,4.36,0.16,204,3014,282.5,22.8,1,1,2102
6.78,2.23,0.3,202,1011,418.2,10.9,0,1,337
7.93,1.48,0.34,101,7002,376.2,12.1,0,0,172
8.07,1.85,0.84,101,7012,265.0,13.8,0,1,188
8.03,1.94,0.99,402,7012,371.8,15.5,1,1,184
7.81,1.96,0.22,101,7004,446.2,10.5,0,0,160
7.12,3.01,0.39,301,2011,484.6,19.1,1,1,5208
6.71,1.2,0.42,202,1005,465.3,11.8,1,1,697
6.26,4.05,0.4,204,3014,481.5,22.5,1,1,2180
6.95,1.79,0.41,202,8004,267.6,14.0,1,1,946
7.53,2.23,0.74,301,1012,360.9,13.5,1,1,648
7.71,1.71,1.17,202,1011,506.2,11.2,0,1,312
7.25,1.56,0.44,202,1004,478.0,13.1,1,1,683
7.67,1.01,0.41,101,7012,304.8,14.1,0,1,184
7.04,1.75,0.68,202,8003,298.3,14.2,1,1,1006
7.49,1.35,1.18,202,1009,449.9,10.8,1,1,595
7.33,2.67,0.56,306,2009,668.6,20.0,0,1,5591
6.03,2.75,0.34,102,3002,439.4,22.9,1,1,2115
7.47,1.7,0.73,204,1012,542.6,10.1,0,1,289
8.28,1.77,0.29,402,7011,426.2,12.2,1,0,164
5.69,3.02,0.33,203,4014,645.5,13.7,1,0,2929
7.6,1.61,0.85,101,7002,355.1,15.0,1,1,175
7.15,1.9,0.59,202,1003,426.0,13.1,0,1,299
7.8,1.04,0.89,402,7002,413.0,12.0,0,0,156
7.73,2.84,0.24,202,2007,618.1,19.8,1,1,5262
6.22,3.71,0.26,203,5004,881.4,18.1,1,1,3659
7.7,1.85,0.42,402,7012,430.7,13.2,1,1,176
7.1,3.95,0.35,201,3002,470.4,22.9,1,1,2002
7.12,2.47,0.58,301,2006,489.2,17.3,1,1,5314
7.28,1.49,0.46,301,1007,439.6,11.5,1,1,681
7.97,2.83,0.57,306,2002,570.7,21.1,1,1,5177
8.25,1.38,0.94,402,7004,425.1,10.8,0,1,164
6.35,3.75,0.39,201,3004,423.3,20.1,1,1,5919
7.65,1.94,0.61,101,7013,416.9,12.2,0,1,174
6.4,2.18,0.45,204,3005,417.8,24.8,1,1,5234
7.79,1.71,0.99,402,7006,306.4,12.3,0,1,183
6.86,2.56,0.17,203,5002,771.4,18.8,0,1,3390
6.64,2.85,0.48,102,3018,401.1,23.8,1,1,1945
6.99,4.42,0.19,102,3001,328.1,21.8,1,1,5777
7.05,2.81,0.13,201,3010,471.7,24.8,1,1,2123
6.75,0.98,0.69,202,8001,289.8,13.9,1,1,862
7.59,2.24,0.3,301,2004,483.7,19.3,0,1,5175
6.07,2.58,0.17,102,3007,392.1,22.8,1,1,5703
6.73,3.15,0.28,201,4008,834.4,13.3,1,1,3244
6.81,3.24,0.32,204,3008,470.0,23.2,1,1,1967
6.89,2.99,0.38,202,6005,1039.0,13.4,1,1,317
6.02,3.29,0.33,202,6005,1088.3,12.1,1,1,333
7.9,1.35,0.92,101,7001,333.9,12.4,1,0,161
7.03,1.98,0.26,402,7003,331.2,11.6,1,1,195
